repayment_id,loan_id,due_date,amount_due,amount_paid,payment_status
R303882,L203882,2027-03-21,19567.0,13247.0,Partial
R303883,L203883,2025-05-23,64583.0,40013.0,Partial
R303884,L203884,2025-06-30,42583.0,32973.0,Partial
R303885,L203885,2026-02-19,26611.0,21095.0,Partial
R303886,L203886,2024-12-02,20233.0,15224.0,Partial
R303887,L203887,2029-01-07,14750.0,11017.0,Partial
R303888,L203888,2025-04-22,76250.0,53185.0,Partial
R303889,L203889,2026-10-10,11958.0,10866.0,Partial
R303890,L203890,2025-09-17,376167.0,286983.0,Partial
R303891,L203891,2026-09-09,28675.0,24679.0,Partial
R303892,L203892,2026-09-01,16667.0,14088.0,Partial
R303893,L203893,2027-02-06,16062.0,9973.0,Partial
R303894,L203894,2024-05-06,13771.0,12639.0,Partial
R303895,L203895,2026-01-07,70214.0,51949.0,Partial
R303896,L203896,2027-07-30,2625.0,2255.0,Partial
R303897,L203897,2023-09-10,43167.0,33725.0,Partial
R303898,L203898,2026-08-29,15083.0,9116.0,Partial
R303899,L203899,2024-11-11,39625.0,36807.0,Partial
R303900,L203900,2025-01-24,49667.0,31948.0,Partial
R303901,L203901,2024-01-30,3958.0,3456.0,Partial
R303902,L203902,2026-08-09,5050.0,4702.0,Partial
R303903,L203903,2024-10-02,13792.0,11792.0,Partial
R303904,L203904,2026-03-10,46028.0,36215.0,Partial
R303905,L203905,2027-11-24,34440.0,24042.0,Partial
R303906,L203906,2027-11-30,3075.0,2514.0,Partial
R303907,L203907,2024-01-19,9694.0,4964.0,Partial
R303908,L203908,2028-06-12,23067.0,11378.0,Partial
R303909,L203909,2025-08-14,71639.0,56717.0,Partial
R303910,L203910,2027-08-18,61179.0,41566.0,Partial
R303911,L203911,2025-12-02,323083.0,262518.0,Partial
R303912,L203912,2024-03-31,6042.0,4921.0,Partial
R303913,L203913,2024-05-07,135556.0,102341.0,Partial
R303914,L203914,2025-09-15,11167.0,9756.0,Partial
R303915,L203915,2027-04-12,35354.0,29225.0,Partial
R303916,L203916,2027-04-15,2625.0,2424.0,Partial
R303917,L203917,2024-09-30,52167.0,36431.0,Partial
R303918,L203918,2026-08-09,29028.0,5829.0,Partial
R303919,L203919,2026-08-23,6583.0,4409.0,Partial
R303920,L203920,2026-07-07,44472.0,26802.0,Partial
R303921,L203921,2027-05-26,10396.0,6709.0,Partial
R303922,L203922,2026-04-27,125667.0,112719.0,Partial
R303923,L203923,2024-11-01,90896.0,77620.0,Partial
R303924,L203924,2024-10-06,78500.0,52033.0,Partial
R303925,L203925,2026-03-20,15042.0,14149.0,Partial
R303926,L203926,2025-03-21,288250.0,229980.0,Partial
R303927,L203927,2025-02-13,2033.0,1961.0,Partial
R303928,L203928,2025-12-22,28792.0,20970.0,Partial
R303929,L203929,2026-11-08,18583.0,15462.0,Partial
R303930,L203930,2025-01-16,40111.0,37983.0,Partial
R303931,L203931,2026-11-10,26375.0,23581.0,Partial
R303932,L203932,2027-07-12,17854.0,10886.0,Partial
R303933,L203933,2023-05-28,187500.0,167866.0,Partial
R303934,L203934,2025-07-23,5542.0,5067.0,Partial
R303935,L203935,2025-05-11,87896.0,55044.0,Partial
R303936,L203936,2025-10-01,6556.0,6031.0,Partial
R303937,L203937,2028-01-12,70262.0,64345.0,Partial
R303938,L203938,2029-01-01,1958.0,1743.0,Partial
R303939,L203939,2025-09-30,4190.0,222.0,Partial
R303940,L203940,2027-10-03,28452.0,19656.0,Partial
R303941,L203941,2024-02-02,95722.0,63080.0,Partial
R303942,L203942,2025-08-19,46333.0,30621.0,Partial
R303943,L203943,2025-03-12,96083.0,90459.0,Partial
R303944,L203944,2025-08-27,30146.0,15307.0,Partial
R303945,L203945,2029-03-04,3008.0,2397.0,Partial
R303946,L203946,2028-05-18,4450.0,2761.0,Partial
R303947,L203947,2026-07-14,48750.0,35588.0,Partial
R303948,L203948,2025-02-01,34875.0,28344.0,Partial
R303949,L203949,2027-08-14,18667.0,17075.0,Partial
R303950,L203950,2025-12-06,7639.0,6118.0,Partial
R303951,L203951,2025-06-07,7500.0,2790.0,Partial
R303952,L203952,2027-04-09,2250.0,331.0,Partial
R303953,L203953,2024-12-24,61500.0,38779.0,Partial
R303954,L203954,2024-09-18,31875.0,24480.0,Partial
R303955,L203955,2026-11-06,34690.0,15326.0,Partial
R303956,L203956,2026-08-09,4271.0,4286.0,Paid
R303957,L203957,2028-01-20,6767.0,4187.0,Partial
R303958,L203958,2023-07-04,200000.0,13180.0,Partial
R303959,L203959,2023-05-20,65000.0,43317.0,Partial
R303960,L203960,2026-09-22,55146.0,49312.0,Partial
R303961,L203961,2027-12-02,2900.0,375.0,Partial
R303962,L203962,2026-12-21,6067.0,2908.0,Partial
R303963,L203963,2029-06-15,1683.0,1435.0,Partial
R303964,L203964,2027-11-28,10042.0,7447.0,Partial
R303965,L203965,2024-10-10,43688.0,41361.0,Partial
R303966,L203966,2025-07-09,14883.0,10675.0,Partial
R303967,L203967,2026-10-29,19250.0,11819.0,Partial
R303968,L203968,2027-05-06,18700.0,11468.0,Partial
R303969,L203969,2028-01-21,34500.0,25271.0,Partial
R303970,L203970,2027-05-14,6845.0,6232.0,Partial
R303971,L203971,2027-04-18,9967.0,6296.0,Partial
R303972,L203972,2025-01-27,32750.0,26224.0,Partial
R303973,L203973,2025-01-08,24600.0,18978.0,Partial
R303974,L203974,2026-03-31,77333.0,64206.0,Partial
R303975,L203975,2027-02-03,33222.0,29862.0,Partial
R303976,L203976,2029-07-26,3908.0,3258.0,Partial
R303977,L203977,2025-05-01,9583.0,6124.0,Partial
R303978,L203978,2025-01-15,3850.0,2805.0,Partial
R303979,L203979,2026-12-28,4908.0,3922.0,Partial
R303980,L203980,2026-07-25,1917.0,411.0,Partial
R303981,L203981,2028-07-08,20417.0,18091.0,Partial
R303982,L203982,2026-05-21,97817.0,71348.0,Partial
R303983,L203983,2024-12-15,209917.0,146495.0,Partial
R303984,L203984,2026-01-01,70917.0,66569.0,Partial
R303985,L203985,2025-11-19,6179.0,5850.0,Partial
R303986,L203986,2024-04-03,33417.0,27743.0,Partial
R303987,L203987,2027-02-06,13517.0,8936.0,Partial
R303988,L203988,2026-08-05,21000.0,16530.0,Partial
R303989,L203989,2025-08-11,92250.0,79760.0,Partial
R303990,L203990,2026-09-07,100222.0,19374.0,Partial
R303991,L203991,2027-09-26,20964.0,19302.0,Partial
R303992,L203992,2026-01-21,8479.0,7797.0,Partial
R303993,L203993,2024-11-11,4250.0,3752.0,Partial
R303994,L203994,2026-10-19,51556.0,34310.0,Partial
R303995,L203995,2023-12-10,76125.0,75113.0,Partial
R303996,L203996,2023-11-14,215583.0,188362.0,Partial
R303997,L203997,2024-05-13,42542.0,26915.0,Partial
R303998,L203998,2024-12-05,33694.0,21800.0,Partial
R303999,L203999,2027-04-02,21933.0,16566.0,Partial
R304000,L204000,2026-02-23,54542.0,45299.0,Partial
R304001,L204001,2027-05-08,20229.0,3820.0,Partial
R304002,L204002,2024-05-21,19028.0,12471.0,Partial
R304003,L204003,2027-11-09,24133.0,20292.0,Partial
R304004,L204004,2027-11-14,4683.0,3711.0,Partial
R304005,L204005,2027-04-07,3619.0,3274.0,Partial
R304006,L204006,2026-05-06,21167.0,14922.0,Partial
R304007,L204007,2026-09-16,10042.0,6628.0,Partial
R304008,L204008,2024-12-26,189833.0,138267.0,Partial
R304009,L204009,2026-02-12,24083.0,20640.0,Partial
R304010,L204010,2026-09-06,182208.0,129508.0,Partial
R304011,L204011,2025-01-11,4792.0,4153.0,Partial
R304012,L204012,2026-06-11,8833.0,6204.0,Partial
R304013,L204013,2025-07-27,53278.0,41457.0,Partial
R304014,L204014,2025-09-09,25283.0,17588.0,Partial
R304015,L204015,2026-04-23,22583.0,15084.0,Partial
R304016,L204016,2024-04-29,65229.0,44704.0,Partial
R304017,L204017,2026-07-22,75896.0,70267.0,Partial
R304018,L204018,2026-04-29,34083.0,31996.0,Partial
R304019,L204019,2024-05-05,13250.0,10707.0,Partial
R304020,L204020,2026-07-04,9867.0,3033.0,Partial
R304021,L204021,2026-11-22,29583.0,18867.0,Partial
R304022,L204022,2025-11-22,9361.0,6707.0,Partial
R304023,L204023,2027-05-13,6250.0,5727.0,Partial
R304024,L204024,2026-12-29,121833.0,80019.0,Partial
R304025,L204025,2025-07-19,4917.0,3671.0,Partial
R304026,L204026,2026-08-05,15167.0,11610.0,Partial
R304027,L204027,2025-07-14,115167.0,104671.0,Partial
R304028,L204028,2024-09-16,145583.0,132975.0,Partial
R304029,L204029,2025-12-06,44183.0,29813.0,Partial
R304030,L204030,2029-01-30,16800.0,10983.0,Partial
R304031,L204031,2025-01-04,9333.0,6107.0,Partial
R304032,L204032,2024-12-10,102333.0,30800.0,Partial
R304033,L204033,2027-07-13,1775.0,1403.0,Partial
R304034,L204034,2026-09-24,77042.0,54683.0,Partial
R304035,L204035,2026-07-24,158750.0,141264.0,Partial
R304036,L204036,2029-04-05,5000.0,2182.0,Partial
R304037,L204037,2024-06-27,10583.0,9163.0,Partial
R304038,L204038,2027-07-31,3800.0,2291.0,Partial
R304039,L204039,2025-09-14,35202.0,25578.0,Partial
R304040,L204040,2028-03-21,7405.0,6424.0,Partial
R304041,L204041,2027-04-13,16325.0,11735.0,Partial
R304042,L204042,2025-09-19,11083.0,3220.0,Partial
R304043,L204043,2024-07-27,166750.0,114192.0,Partial
R304044,L204044,2027-05-15,48812.0,39538.0,Partial
R304045,L204045,2026-12-01,65625.0,51334.0,Partial
R304046,L204046,2024-08-29,45500.0,27969.0,Partial
R304047,L204047,2025-06-15,43750.0,38163.0,Partial
R304048,L204048,2025-01-31,22688.0,14176.0,Partial
R304049,L204049,2026-02-25,57567.0,34797.0,Partial
R304050,L204050,2026-05-09,109444.0,99040.0,Partial
R304051,L204051,2026-04-19,4817.0,4476.0,Partial
R304052,L204052,2029-04-25,2358.0,2174.0,Partial
R304053,L204053,2025-08-29,17111.0,11384.0,Partial
R304054,L204054,2025-11-07,42750.0,38631.0,Partial
R304055,L204055,2026-02-28,11850.0,7404.0,Partial
R304056,L204056,2027-01-28,6350.0,3929.0,Partial
R304057,L204057,2026-01-12,31500.0,28981.0,Partial
R304058,L204058,2028-06-30,9000.0,7584.0,Partial
R304059,L204059,2025-10-02,3650.0,2682.0,Partial
R304060,L204060,2025-02-27,47417.0,39489.0,Partial
R304061,L204061,2026-12-21,16400.0,7130.0,Partial
R304062,L204062,2027-07-24,7350.0,6621.0,Partial
R304063,L204063,2023-08-30,161917.0,122528.0,Partial
R304064,L204064,2024-06-08,41792.0,36523.0,Partial
R304065,L204065,2024-08-04,37062.0,31399.0,Partial
R304066,L204066,2023-10-06,62750.0,42266.0,Partial
R304067,L204067,2024-11-21,20861.0,19446.0,Partial
R304068,L204068,2025-07-14,7233.0,5119.0,Partial
R304069,L204069,2024-12-24,32667.0,27150.0,Partial
R304070,L204070,2027-02-04,43667.0,11115.0,Partial
R304071,L204071,2027-04-23,14617.0,11303.0,Partial
R304072,L204072,2024-12-17,15542.0,14510.0,Partial
R304073,L204073,2024-08-19,66833.0,62731.0,Partial
R304074,L204074,2024-08-02,48250.0,38817.0,Partial
R304075,L204075,2027-06-05,12483.0,11277.0,Partial
R304076,L204076,2024-02-07,68944.0,47566.0,Partial
R304077,L204077,2028-02-12,63607.0,50584.0,Partial
R304078,L204078,2023-08-02,34917.0,29875.0,Partial
R304079,L204079,2027-01-11,6393.0,5393.0,Partial
R304080,L204080,2027-03-20,8869.0,7145.0,Partial
R304081,L204081,2025-12-27,3631.0,3686.0,Paid
R304082,L204082,2025-08-15,39190.0,37328.0,Partial
R304083,L204083,2024-09-26,101917.0,90052.0,Partial
R304084,L204084,2026-08-12,49167.0,40840.0,Partial
R304085,L204085,2025-07-07,25083.0,21308.0,Partial
R304086,L204086,2026-03-28,44917.0,39883.0,Partial
R304087,L204087,2026-06-13,1202.0,739.0,Partial
R304088,L204088,2028-04-30,5967.0,3703.0,Partial
R304089,L204089,2028-02-29,33821.0,15781.0,Partial
R304090,L204090,2025-08-13,47833.0,37794.0,Partial
R304091,L204091,2029-07-08,3008.0,2624.0,Partial
R304092,L204092,2028-03-20,6940.0,5273.0,Partial
R304093,L204093,2026-08-09,6683.0,5158.0,Partial
R304094,L204094,2025-04-05,35500.0,22297.0,Partial
R304095,L204095,2025-11-07,53417.0,53578.0,Paid
R304096,L204096,2024-04-13,25292.0,17700.0,Partial
R304097,L204097,2027-07-16,71500.0,70908.0,Partial
R304098,L204098,2025-02-13,29389.0,25735.0,Partial
R304099,L204099,2027-09-05,5583.0,3608.0,Partial
R304100,L204100,2026-06-29,18310.0,17008.0,Partial
R304101,L204101,2025-06-25,15850.0,12580.0,Partial
R304102,L204102,2026-03-21,6688.0,5475.0,Partial
R304103,L204103,2024-04-28,102667.0,73213.0,Partial
R304104,L204104,2026-08-14,7512.0,5474.0,Partial
R304105,L204105,2026-03-03,14683.0,10978.0,Partial
R304106,L204106,2026-01-06,30167.0,19944.0,Partial
R304107,L204107,2027-01-24,13688.0,11467.0,Partial
R304108,L204108,2026-05-16,5125.0,3813.0,Partial
R304109,L204109,2026-06-04,17667.0,13512.0,Partial
R304110,L204110,2024-10-24,7611.0,6148.0,Partial
R304111,L204111,2025-06-24,55000.0,45543.0,Partial
R304112,L204112,2024-12-23,10958.0,7713.0,Partial
R304113,L204113,2026-09-07,10381.0,9312.0,Partial
R304114,L204114,2026-05-12,42944.0,29578.0,Partial
R304115,L204115,2024-06-04,309833.0,239468.0,Partial
R304116,L204116,2025-02-09,23875.0,15189.0,Partial
R304117,L204117,2025-11-19,11792.0,8060.0,Partial
R304118,L204118,2024-04-14,68194.0,58885.0,Partial
R304119,L204119,2025-03-07,254083.0,199375.0,Partial
R304120,L204120,2028-08-15,883.0,621.0,Partial
R304121,L204121,2023-11-01,22917.0,14493.0,Partial
R304122,L204122,2025-04-27,42028.0,36465.0,Partial
R304123,L204123,2025-07-22,21233.0,16097.0,Partial
R304124,L204124,2026-09-11,2200.0,588.0,Partial
R304125,L204125,2025-01-27,48483.0,37903.0,Partial
R304126,L204126,2026-03-21,59350.0,41501.0,Partial
R304127,L204127,2026-02-10,16854.0,12549.0,Partial
R304128,L204128,2027-02-21,19500.0,16977.0,Partial
R304129,L204129,2024-07-12,42000.0,28889.0,Partial
R304130,L204130,2024-09-22,1983.0,1498.0,Partial
R304131,L204131,2024-05-19,15417.0,12882.0,Partial
R304132,L204132,2027-11-25,7548.0,7070.0,Partial
R304133,L204133,2025-06-12,70250.0,66359.0,Partial
R304134,L204134,2025-04-09,42583.0,41831.0,Partial
R304135,L204135,2025-05-27,7143.0,5052.0,Partial
R304136,L204136,2023-05-31,44167.0,40200.0,Partial
R304137,L204137,2025-12-07,28000.0,28049.0,Paid
R304138,L204138,2027-06-23,13500.0,13011.0,Partial
R304139,L204139,2023-09-11,13917.0,8895.0,Partial
R304140,L204140,2025-07-31,115458.0,99311.0,Partial
R304141,L204141,2025-11-12,38639.0,28645.0,Partial
R304142,L204142,2027-06-24,1562.0,1484.0,Partial
R304143,L204143,2025-04-17,7500.0,5949.0,Partial
R304144,L204144,2024-07-31,12958.0,769.0,Partial
R304145,L204145,2025-12-19,28722.0,21100.0,Partial
R304146,L204146,2025-12-31,14767.0,11770.0,Partial
R304147,L204147,2026-11-06,5567.0,4393.0,Partial
R304148,L204148,2027-06-24,7452.0,5276.0,Partial
R304149,L204149,2029-06-10,6842.0,6349.0,Partial
R304150,L204150,2027-04-26,122417.0,110163.0,Partial
R304151,L204151,2023-08-30,23417.0,14749.0,Partial
R304152,L204152,2026-08-02,79028.0,11044.0,Partial
R304153,L204153,2028-08-02,5275.0,3353.0,Partial
R304154,L204154,2026-10-03,14167.0,10881.0,Partial
R304155,L204155,2025-03-08,4917.0,4330.0,Partial
R304156,L204156,2027-11-30,64333.0,56589.0,Partial
R304157,L204157,2025-11-10,129889.0,115299.0,Partial
R304158,L204158,2024-04-18,3028.0,2080.0,Partial
R304159,L204159,2023-10-03,166417.0,154244.0,Partial
R304160,L204160,2025-09-16,58917.0,54770.0,Partial
R304161,L204161,2025-08-25,18146.0,12749.0,Partial
R304162,L204162,2026-07-18,50800.0,37723.0,Partial
R304163,L204163,2026-04-21,5583.0,1305.0,Partial
R304164,L204164,2025-03-20,8021.0,5836.0,Partial
R304165,L204165,2026-12-02,8028.0,5781.0,Partial
R304166,L204166,2025-02-05,10729.0,8640.0,Partial
R304167,L204167,2027-10-04,4442.0,3964.0,Partial
R304168,L204168,2025-04-05,7104.0,4732.0,Partial
R304169,L204169,2026-12-09,14333.0,12736.0,Partial
R304170,L204170,2025-01-17,14350.0,12637.0,Partial
R304171,L204171,2026-05-25,3476.0,3222.0,Partial
R304172,L204172,2027-03-08,34733.0,22974.0,Partial
R304173,L204173,2027-09-02,52440.0,44017.0,Partial
R304174,L204174,2023-11-22,24417.0,20883.0,Partial
R304175,L204175,2025-10-10,92000.0,42713.0,Partial
R304176,L204176,2025-11-13,43500.0,30490.0,Partial
R304177,L204177,2027-09-08,2940.0,2685.0,Partial
R304178,L204178,2027-12-20,21367.0,14297.0,Partial
R304179,L204179,2025-06-15,44500.0,41439.0,Partial
R304180,L204180,2026-09-15,4142.0,3190.0,Partial
R304181,L204181,2026-06-17,87450.0,55410.0,Partial
R304182,L204182,2026-08-09,7729.0,6172.0,Partial
R304183,L204183,2026-02-11,23190.0,16154.0,Partial
R304184,L204184,2024-11-24,16917.0,14792.0,Partial
R304185,L204185,2024-12-19,5111.0,3201.0,Partial
R304186,L204186,2025-12-09,8417.0,5660.0,Partial
R304187,L204187,2024-06-21,102708.0,95037.0,Partial
R304188,L204188,2027-05-04,29833.0,18043.0,Partial
R304189,L204189,2027-06-12,8917.0,7276.0,Partial
R304190,L204190,2027-10-20,23929.0,19916.0,Partial
R304191,L204191,2028-02-02,7690.0,6422.0,Partial
R304192,L204192,2026-03-26,14771.0,3382.0,Partial
R304193,L204193,2028-10-26,7475.0,5186.0,Partial
R304194,L204194,2027-03-22,2774.0,2557.0,Partial
R304195,L204195,2026-07-09,28194.0,25665.0,Partial
R304196,L204196,2025-07-06,9893.0,3785.0,Partial
R304197,L204197,2026-09-11,18056.0,17090.0,Partial
R304198,L204198,2025-05-22,16806.0,11637.0,Partial
R304199,L204199,2025-11-18,4458.0,3519.0,Partial
R304200,L204200,2025-08-26,83167.0,76705.0,Partial
R304201,L204201,2024-12-21,17667.0,12003.0,Partial
R304202,L204202,2025-11-15,29333.0,21781.0,Partial
R304203,L204203,2026-07-09,56643.0,50570.0,Partial
R304204,L204204,2029-05-30,22758.0,21231.0,Partial
R304205,L204205,2025-09-01,21528.0,12924.0,Partial
R304206,L204206,2026-11-24,61062.0,59180.0,Partial
R304207,L204207,2029-06-06,14700.0,8966.0,Partial
R304208,L204208,2027-04-21,17810.0,14275.0,Partial
R304209,L204209,2025-10-01,15883.0,10532.0,Partial
R304210,L204210,2025-08-23,93333.0,76849.0,Partial
R304211,L204211,2025-05-03,63738.0,54916.0,Partial
R304212,L204212,2027-01-16,63350.0,42819.0,Partial
R304213,L204213,2024-05-05,27833.0,21967.0,Partial
R304214,L204214,2024-10-29,97167.0,60920.0,Partial
R304215,L204215,2025-07-20,82800.0,77307.0,Partial
R304216,L204216,2027-06-28,46867.0,39265.0,Partial
R304217,L204217,2025-10-10,34542.0,28475.0,Partial
R304218,L204218,2026-01-05,2333.0,2061.0,Partial
R304219,L204219,2028-06-08,12700.0,5704.0,Partial
R304220,L204220,2027-01-25,9517.0,6526.0,Partial
R304221,L204221,2024-11-02,9417.0,7521.0,Partial
R304222,L204222,2024-05-08,11667.0,8226.0,Partial
R304223,L204223,2027-05-19,3792.0,3096.0,Partial
R304224,L204224,2027-01-25,16060.0,11289.0,Partial
R304225,L204225,2025-07-12,291167.0,15414.0,Partial
R304226,L204226,2024-07-11,345583.0,296659.0,Partial
R304227,L204227,2026-06-12,133458.0,91066.0,Partial
R304228,L204228,2023-11-03,104792.0,92771.0,Partial
R304229,L204229,2024-10-10,95250.0,20187.0,Partial
R304230,L204230,2026-02-09,38472.0,28161.0,Partial
R304231,L204231,2024-11-07,59917.0,37388.0,Partial
R304232,L204232,2027-01-14,40250.0,28046.0,Partial
R304233,L204233,2023-05-11,216083.0,82330.0,Partial
R304234,L204234,2025-09-26,18500.0,11715.0,Partial
R304235,L204235,2027-07-16,8383.0,5251.0,Partial
R304236,L204236,2024-07-29,14250.0,9606.0,Partial
R304237,L204237,2028-05-23,5508.0,5134.0,Partial
R304238,L204238,2024-10-30,99050.0,101658.0,Paid
R304239,L204239,2026-01-14,9139.0,8563.0,Partial
R304240,L204240,2026-06-08,1214.0,933.0,Partial
R304241,L204241,2028-01-13,14762.0,10634.0,Partial
R304242,L204242,2024-06-10,21500.0,20586.0,Partial
R304243,L204243,2025-07-17,106667.0,98894.0,Partial
R304244,L204244,2023-10-01,5500.0,5175.0,Partial
R304245,L204245,2028-09-14,3858.0,2516.0,Partial
R304246,L204246,2024-06-12,13083.0,9189.0,Partial
R304247,L204247,2025-07-13,35917.0,29303.0,Partial
R304248,L204248,2026-06-08,17917.0,11142.0,Partial
R304249,L204249,2029-05-17,4892.0,4491.0,Partial
R304250,L204250,2024-06-04,4806.0,3416.0,Partial
R304251,L204251,2026-05-30,6521.0,5626.0,Partial
R304252,L204252,2025-12-09,1321.0,583.0,Partial
R304253,L204253,2023-06-23,5333.0,3471.0,Partial
R304254,L204254,2029-02-21,667.0,556.0,Partial
R304255,L204255,2026-03-25,56167.0,44351.0,Partial
R304256,L204256,2026-12-03,58417.0,50099.0,Partial
R304257,L204257,2024-08-07,6861.0,5051.0,Partial
R304258,L204258,2027-04-15,31283.0,26315.0,Partial
R304259,L204259,2026-11-29,5762.0,5354.0,Partial
R304260,L204260,2024-06-03,74583.0,45201.0,Partial
R304261,L204261,2025-04-12,18472.0,16916.0,Partial
R304262,L204262,2025-11-17,1643.0,1543.0,Partial
R304263,L204263,2026-01-04,11472.0,9836.0,Partial
R304264,L204264,2025-11-20,28611.0,20678.0,Partial
R304265,L204265,2024-07-20,6583.0,5485.0,Partial
R304266,L204266,2027-03-21,7883.0,6194.0,Partial
R304267,L204267,2027-02-26,15714.0,12426.0,Partial
R304268,L204268,2028-06-11,33700.0,25848.0,Partial
R304269,L204269,2025-09-28,9381.0,8187.0,Partial
R304270,L204270,2026-04-19,20875.0,16055.0,Partial
R304271,L204271,2025-03-08,7028.0,5936.0,Partial
R304272,L204272,2026-03-30,79067.0,48408.0,Partial
R304273,L204273,2024-07-01,35889.0,22855.0,Partial
R304274,L204274,2027-07-24,16458.0,14642.0,Partial
R304275,L204275,2025-09-07,142000.0,126519.0,Partial
R304276,L204276,2027-03-25,4050.0,3425.0,Partial
R304277,L204277,2026-08-26,950.0,698.0,Partial
R304278,L204278,2023-07-01,17917.0,16487.0,Partial
R304279,L204279,2028-07-28,6275.0,4420.0,Partial
R304280,L204280,2024-07-10,206000.0,62848.0,Partial
R304281,L204281,2025-12-15,21444.0,15874.0,Partial
R304282,L204282,2027-02-20,1345.0,825.0,Partial
R304283,L204283,2025-11-27,24333.0,16484.0,Partial
R304284,L204284,2024-09-21,122917.0,76920.0,Partial
R304285,L204285,2027-10-30,11783.0,2559.0,Partial
R304286,L204286,2025-12-20,28633.0,5674.0,Partial
R304287,L204287,2028-08-25,14708.0,11863.0,Partial
R304288,L204288,2026-09-17,11733.0,9772.0,Partial
R304289,L204289,2026-07-02,22250.0,19735.0,Partial
R304290,L204290,2025-06-21,208750.0,196890.0,Partial
R304291,L204291,2028-04-18,7617.0,4906.0,Partial
R304292,L204292,2026-10-25,34472.0,22470.0,Partial
R304293,L204293,2024-07-25,31750.0,28435.0,Partial
R304294,L204294,2024-03-11,66083.0,52808.0,Partial
R304295,L204295,2029-07-13,883.0,825.0,Partial
R304296,L204296,2026-05-10,425250.0,314616.0,Partial
R304297,L204297,2024-12-14,129083.0,110746.0,Partial
R304298,L204298,2027-05-06,29167.0,20966.0,Partial
R304299,L204299,2027-02-06,10650.0,8921.0,Partial
R304300,L204300,2027-09-01,9150.0,7482.0,Partial
R304301,L204301,2026-06-11,55167.0,43710.0,Partial
R304302,L204302,2024-10-19,30833.0,21643.0,Partial
R304303,L204303,2026-01-01,1179.0,527.0,Partial
R304304,L204304,2025-12-25,16083.0,10291.0,Partial
R304305,L204305,2023-12-01,39250.0,35357.0,Partial
R304306,L204306,2027-09-15,4967.0,3431.0,Partial
R304307,L204307,2024-06-26,226333.0,199099.0,Partial
R304308,L204308,2024-03-28,42583.0,39820.0,Partial
R304309,L204309,2026-11-07,26042.0,16320.0,Partial
R304310,L204310,2026-10-10,82500.0,63607.0,Partial
R304311,L204311,2027-05-30,17271.0,16212.0,Partial
R304312,L204312,2026-04-16,28633.0,17375.0,Partial
R304313,L204313,2028-11-21,10425.0,6333.0,Partial
R304314,L204314,2025-05-13,23611.0,18126.0,Partial
R304315,L204315,2024-03-20,21250.0,16643.0,Partial
R304316,L204316,2026-03-02,9500.0,7807.0,Partial
R304317,L204317,2024-07-29,48229.0,40910.0,Partial
R304318,L204318,2024-12-19,42875.0,28187.0,Partial
R304319,L204319,2024-08-18,28917.0,19541.0,Partial
R304320,L204320,2027-06-19,21929.0,13623.0,Partial
R304321,L204321,2026-11-14,9042.0,5528.0,Partial
R304322,L204322,2025-11-17,7786.0,5702.0,Partial
R304323,L204323,2025-09-28,48917.0,44157.0,Partial
R304324,L204324,2026-12-24,9367.0,7512.0,Partial
R304325,L204325,2028-03-31,11017.0,8188.0,Partial
R304326,L204326,2027-04-22,44167.0,6641.0,Partial
R304327,L204327,2025-04-21,39222.0,33596.0,Partial
R304328,L204328,2023-10-15,25333.0,23152.0,Partial
R304329,L204329,2026-09-22,3583.0,307.0,Partial
R304330,L204330,2023-12-27,7375.0,6196.0,Partial
R304331,L204331,2025-11-21,5667.0,4671.0,Partial
R304332,L204332,2027-04-18,33083.0,30326.0,Partial
R304333,L204333,2024-10-14,11438.0,9018.0,Partial
R304334,L204334,2024-01-21,115833.0,74969.0,Partial
R304335,L204335,2027-08-01,6560.0,4994.0,Partial
R304336,L204336,2025-09-17,23500.0,22029.0,Partial
R304337,L204337,2029-05-07,5008.0,4113.0,Partial
R304338,L204338,2026-08-11,246833.0,155598.0,Partial
R304339,L204339,2026-07-29,34917.0,27118.0,Partial
R304340,L204340,2024-09-19,29542.0,8086.0,Partial
R304341,L204341,2025-03-09,146917.0,97066.0,Partial
R304342,L204342,2025-11-14,2271.0,2012.0,Partial
R304343,L204343,2026-09-28,7542.0,4650.0,Partial
R304344,L204344,2026-09-11,49208.0,42087.0,Partial
R304345,L204345,2026-09-20,19556.0,14869.0,Partial
R304346,L204346,2027-01-24,20806.0,7869.0,Partial
R304347,L204347,2026-05-07,558.0,424.0,Partial
R304348,L204348,2026-05-20,3217.0,2141.0,Partial
R304349,L204349,2025-08-31,23500.0,18330.0,Partial
R304350,L204350,2026-04-24,176583.0,106897.0,Partial
R304351,L204351,2025-05-21,16521.0,15531.0,Partial
R304352,L204352,2024-10-08,147861.0,100020.0,Partial
R304353,L204353,2024-02-11,201250.0,169094.0,Partial
R304354,L204354,2026-06-09,12139.0,9445.0,Partial
R304355,L204355,2026-07-28,21528.0,22081.0,Paid
R304356,L204356,2025-06-25,6188.0,4381.0,Partial
R304357,L204357,2025-06-27,5024.0,3401.0,Partial
R304358,L204358,2026-01-14,3274.0,2970.0,Partial
R304359,L204359,2027-03-28,21942.0,14395.0,Partial
R304360,L204360,2027-10-31,3308.0,2062.0,Partial
R304361,L204361,2024-12-01,118250.0,95835.0,Partial
R304362,L204362,2024-07-25,100028.0,72379.0,Partial
R304363,L204363,2026-11-25,7000.0,5249.0,Partial
