policy_id,customer_id,policy_type,annual_premium,policy_active
P501506,C101506,Health,0.0,False
P501507,C101507,Life,0.0,False
P501508,C101508,Motor,0.0,False
P501509,C101509,Motor,0.0,False
P501510,C101510,Personal Accident,0.0,False
P501511,C101511,Motor,0.0,False
P501512,C101512,Motor,44967.0,True
P501513,C101513,Health,0.0,False
P501514,C101514,Motor,0.0,False
P501515,C101515,Health,0.0,False
P501516,C101516,Motor,0.0,False
P501517,C101517,Motor,29836.0,True
P501518,C101518,Motor,14656.0,True
P501519,C101519,Personal Accident,0.0,False
P501520,C101520,Motor,21851.0,True
P501521,C101521,Life,12984.0,True
P501522,C101522,Life,0.0,False
P501523,C101523,Health,0.0,False
P501524,C101524,Personal Accident,0.0,False
P501525,C101525,Health,0.0,False
P501526,C101526,Life,0.0,False
P501527,C101527,Motor,0.0,False
P501528,C101528,Health,0.0,False
P501529,C101529,Personal Accident,33270.0,True
P501530,C101530,Personal Accident,0.0,False
P501531,C101531,Life,20872.0,True
P501532,C101532,Motor,0.0,False
P501533,C101533,Life,0.0,False
P501534,C101534,Health,0.0,False
P501535,C101535,Health,0.0,False
P501536,C101536,Health,0.0,False
P501537,C101537,Life,30142.0,True
P501538,C101538,Personal Accident,0.0,False
P501539,C101539,Motor,25305.0,True
P501540,C101540,Health,0.0,False
P501541,C101541,Health,0.0,False
P501542,C101542,Motor,0.0,False
P501543,C101543,Personal Accident,25856.0,True
P501544,C101544,Personal Accident,0.0,False
P501545,C101545,Motor,14916.0,True
P501546,C101546,Life,4892.0,True
P501547,C101547,Motor,0.0,False
P501548,C101548,Life,0.0,False
P501549,C101549,Motor,0.0,False
P501550,C101550,Health,0.0,False
P501551,C101551,Life,0.0,False
P501552,C101552,Health,0.0,False
P501553,C101553,Life,4406.0,True
P501554,C101554,Health,0.0,False
P501555,C101555,Personal Accident,0.0,False
P501556,C101556,Motor,0.0,False
P501557,C101557,Personal Accident,0.0,False
P501558,C101558,Life,0.0,False
P501559,C101559,Personal Accident,0.0,False
P501560,C101560,Personal Accident,0.0,False
P501561,C101561,Personal Accident,0.0,False
P501562,C101562,Life,0.0,False
P501563,C101563,Life,23445.0,True
P501564,C101564,Motor,12097.0,True
P501565,C101565,Personal Accident,0.0,False
P501566,C101566,Life,44350.0,True
P501567,C101567,Health,0.0,False
P501568,C101568,Motor,32108.0,True
P501569,C101569,Life,0.0,False
P501570,C101570,Health,0.0,False
P501571,C101571,Personal Accident,11552.0,True
P501572,C101572,Motor,30441.0,True
P501573,C101573,Health,11716.0,True
P501574,C101574,Life,0.0,False
P501575,C101575,Personal Accident,0.0,False
P501576,C101576,Motor,41873.0,True
P501577,C101577,Health,0.0,False
P501578,C101578,Life,0.0,False
P501579,C101579,Personal Accident,0.0,False
P501580,C101580,Life,0.0,False
P501581,C101581,Personal Accident,0.0,False
P501582,C101582,Life,0.0,False
P501583,C101583,Health,0.0,False
P501584,C101584,Personal Accident,0.0,False
P501585,C101585,Motor,0.0,False
P501586,C101586,Life,0.0,False
P501587,C101587,Personal Accident,0.0,False
P501588,C101588,Health,6672.0,True
P501589,C101589,Personal Accident,0.0,False
P501590,C101590,Personal Accident,0.0,False
P501591,C101591,Motor,4137.0,True
P501592,C101592,Motor,13697.0,True
P501593,C101593,Health,0.0,False
P501594,C101594,Health,0.0,False
P501595,C101595,Personal Accident,0.0,False
P501596,C101596,Personal Accident,0.0,False
P501597,C101597,Personal Accident,0.0,False
P501598,C101598,Health,16104.0,True
P501599,C101599,Motor,0.0,False
P501600,C101600,Motor,0.0,False
P501601,C101601,Life,0.0,False
P501602,C101602,Motor,29657.0,True
P501603,C101603,Life,0.0,False
P501604,C101604,Personal Accident,9678.0,True
P501605,C101605,Motor,0.0,False
P501606,C101606,Motor,0.0,False
P501607,C101607,Life,0.0,False
P501608,C101608,Personal Accident,12791.0,True
P501609,C101609,Motor,8355.0,True
P501610,C101610,Life,0.0,False
P501611,C101611,Motor,0.0,False
P501612,C101612,Personal Accident,0.0,False
P501613,C101613,Motor,28667.0,True
P501614,C101614,Motor,22955.0,True
P501615,C101615,Motor,0.0,False
P501616,C101616,Life,0.0,False
P501617,C101617,Health,0.0,False
P501618,C101618,Life,0.0,False
P501619,C101619,Life,5061.0,True
P501620,C101620,Health,0.0,False
P501621,C101621,Personal Accident,13259.0,True
P501622,C101622,Motor,8620.0,True
P501623,C101623,Motor,0.0,False
P501624,C101624,Health,0.0,False
P501625,C101625,Health,0.0,False
P501626,C101626,Health,0.0,False
P501627,C101627,Health,0.0,False
P501628,C101628,Motor,0.0,False
P501629,C101629,Personal Accident,0.0,False
P501630,C101630,Life,4277.0,True
P501631,C101631,Health,22102.0,True
P501632,C101632,Personal Accident,0.0,False
P501633,C101633,Health,0.0,False
P501634,C101634,Motor,0.0,False
P501635,C101635,Health,0.0,False
P501636,C101636,Health,0.0,False
P501637,C101637,Motor,0.0,False
P501638,C101638,Personal Accident,0.0,False
P501639,C101639,Health,0.0,False
P501640,C101640,Health,0.0,False
P501641,C101641,Health,26364.0,True
P501642,C101642,Personal Accident,0.0,False
P501643,C101643,Personal Accident,35569.0,True
P501644,C101644,Motor,0.0,False
P501645,C101645,Personal Accident,0.0,False
P501646,C101646,Health,0.0,False
P501647,C101647,Health,0.0,False
P501648,C101648,Life,0.0,False
P501649,C101649,Motor,0.0,False
P501650,C101650,Motor,0.0,False
P501651,C101651,Health,0.0,False
P501652,C101652,Personal Accident,22992.0,True
P501653,C101653,Motor,0.0,False
P501654,C101654,Health,0.0,False
P501655,C101655,Life,26882.0,True
P501656,C101656,Personal Accident,0.0,False
P501657,C101657,Motor,0.0,False
P501658,C101658,Motor,0.0,False
P501659,C101659,Motor,0.0,False
P501660,C101660,Life,31296.0,True
P501661,C101661,Life,0.0,False
P501662,C101662,Health,0.0,False
P501663,C101663,Motor,0.0,False
P501664,C101664,Motor,0.0,False
P501665,C101665,Personal Accident,0.0,False
P501666,C101666,Motor,0.0,False
P501667,C101667,Life,0.0,False
P501668,C101668,Life,0.0,False
P501669,C101669,Motor,0.0,False
P501670,C101670,Life,0.0,False
P501671,C101671,Life,0.0,False
P501672,C101672,Health,0.0,False
P501673,C101673,Motor,0.0,False
P501674,C101674,Personal Accident,0.0,False
P501675,C101675,Motor,0.0,False
P501676,C101676,Personal Accident,0.0,False
P501677,C101677,Health,0.0,False
P501678,C101678,Health,0.0,False
P501679,C101679,Motor,0.0,False
P501680,C101680,Motor,0.0,False
P501681,C101681,Health,23377.0,True
P501682,C101682,Life,0.0,False
P501683,C101683,Motor,0.0,False
P501684,C101684,Personal Accident,0.0,False
P501685,C101685,Health,0.0,False
P501686,C101686,Life,0.0,False
P501687,C101687,Life,0.0,False
P501688,C101688,Motor,0.0,False
P501689,C101689,Personal Accident,32456.0,True
P501690,C101690,Personal Accident,28200.0,True
P501691,C101691,Life,0.0,False
P501692,C101692,Personal Accident,0.0,False
P501693,C101693,Health,0.0,False
P501694,C101694,Motor,0.0,False
P501695,C101695,Health,27348.0,True
P501696,C101696,Motor,0.0,False
P501697,C101697,Personal Accident,0.0,False
P501698,C101698,Health,34098.0,True
P501699,C101699,Life,0.0,False
P501700,C101700,Health,5235.0,True
P501701,C101701,Health,0.0,False
P501702,C101702,Life,0.0,False
P501703,C101703,Life,31769.0,True
P501704,C101704,Personal Accident,0.0,False
P501705,C101705,Life,26671.0,True
P501706,C101706,Health,0.0,False
P501707,C101707,Health,0.0,False
P501708,C101708,Motor,0.0,False
P501709,C101709,Life,0.0,False
P501710,C101710,Motor,0.0,False
P501711,C101711,Health,0.0,False
P501712,C101712,Life,9075.0,True
P501713,C101713,Life,0.0,False
P501714,C101714,Motor,0.0,False
P501715,C101715,Health,0.0,False
P501716,C101716,Personal Accident,30322.0,True
P501717,C101717,Personal Accident,0.0,False
P501718,C101718,Life,0.0,False
P501719,C101719,Life,0.0,False
P501720,C101720,Motor,5043.0,True
P501721,C101721,Motor,0.0,False
P501722,C101722,Life,0.0,False
P501723,C101723,Life,15662.0,True
P501724,C101724,Motor,28778.0,True
P501725,C101725,Life,36361.0,True
P501726,C101726,Health,39180.0,True
P501727,C101727,Motor,0.0,False
P501728,C101728,Health,0.0,False
P501729,C101729,Motor,0.0,False
P501730,C101730,Life,0.0,False
P501731,C101731,Life,0.0,False
P501732,C101732,Health,17481.0,True
P501733,C101733,Motor,0.0,False
P501734,C101734,Life,14495.0,True
P501735,C101735,Health,0.0,False
P501736,C101736,Life,0.0,False
P501737,C101737,Health,0.0,False
P501738,C101738,Life,0.0,False
P501739,C101739,Motor,0.0,False
P501740,C101740,Health,0.0,False
P501741,C101741,Health,6378.0,True
P501742,C101742,Personal Accident,0.0,False
P501743,C101743,Motor,0.0,False
P501744,C101744,Motor,0.0,False
P501745,C101745,Health,42865.0,True
P501746,C101746,Personal Accident,0.0,False
P501747,C101747,Personal Accident,9967.0,True
P501748,C101748,Motor,0.0,False
P501749,C101749,Life,0.0,False
P501750,C101750,Health,0.0,False
P501751,C101751,Motor,0.0,False
P501752,C101752,Health,22840.0,True
P501753,C101753,Personal Accident,17406.0,True
P501754,C101754,Personal Accident,0.0,False
P501755,C101755,Health,0.0,False
P501756,C101756,Life,0.0,False
P501757,C101757,Health,32212.0,True
P501758,C101758,Personal Accident,0.0,False
P501759,C101759,Health,0.0,False
P501760,C101760,Personal Accident,0.0,False
P501761,C101761,Life,20712.0,True
P501762,C101762,Life,15625.0,True
P501763,C101763,Life,0.0,False
P501764,C101764,Health,0.0,False
P501765,C101765,Personal Accident,0.0,False
P501766,C101766,Life,0.0,False
P501767,C101767,Personal Accident,0.0,False
P501768,C101768,Life,0.0,False
P501769,C101769,Personal Accident,0.0,False
P501770,C101770,Health,0.0,False
P501771,C101771,Personal Accident,0.0,False
P501772,C101772,Health,0.0,False
P501773,C101773,Health,0.0,False
P501774,C101774,Personal Accident,0.0,False
P501775,C101775,Life,0.0,False
P501776,C101776,Personal Accident,0.0,False
P501777,C101777,Life,0.0,False
P501778,C101778,Personal Accident,0.0,False
P501779,C101779,Health,0.0,False
P501780,C101780,Motor,0.0,False
P501781,C101781,Personal Accident,0.0,False
P501782,C101782,Personal Accident,0.0,False
P501783,C101783,Motor,0.0,False
P501784,C101784,Personal Accident,7212.0,True
P501785,C101785,Personal Accident,0.0,False
P501786,C101786,Motor,0.0,False
P501787,C101787,Health,0.0,False
P501788,C101788,Health,0.0,False
P501789,C101789,Life,30196.0,True
P501790,C101790,Personal Accident,0.0,False
P501791,C101791,Health,0.0,False
P501792,C101792,Personal Accident,0.0,False
P501793,C101793,Life,0.0,False
P501794,C101794,Personal Accident,0.0,False
P501795,C101795,Health,0.0,False
P501796,C101796,Health,6171.0,True
P501797,C101797,Life,0.0,False
P501798,C101798,Life,0.0,False
P501799,C101799,Personal Accident,0.0,False
P501800,C101800,Motor,0.0,False
P501801,C101801,Personal Accident,20103.0,True
P501802,C101802,Health,0.0,False
P501803,C101803,Personal Accident,0.0,False
P501804,C101804,Personal Accident,0.0,False
P501805,C101805,Motor,34186.0,True
P501806,C101806,Life,15827.0,True
P501807,C101807,Personal Accident,0.0,False
P501808,C101808,Life,0.0,False
P501809,C101809,Health,0.0,False
P501810,C101810,Life,32857.0,True
P501811,C101811,Motor,0.0,False
P501812,C101812,Personal Accident,0.0,False
P501813,C101813,Motor,0.0,False
P501814,C101814,Personal Accident,0.0,False
P501815,C101815,Life,0.0,False
P501816,C101816,Health,0.0,False
P501817,C101817,Personal Accident,0.0,False
P501818,C101818,Life,0.0,False
P501819,C101819,Motor,0.0,False
P501820,C101820,Life,0.0,False
P501821,C101821,Motor,28427.0,True
P501822,C101822,Life,0.0,False
P501823,C101823,Health,36485.0,True
P501824,C101824,Health,0.0,False
P501825,C101825,Health,33892.0,True
P501826,C101826,Personal Accident,0.0,False
P501827,C101827,Life,0.0,False
P501828,C101828,Motor,0.0,False
P501829,C101829,Personal Accident,32447.0,True
P501830,C101830,Personal Accident,0.0,False
P501831,C101831,Life,6353.0,True
P501832,C101832,Health,0.0,False
P501833,C101833,Health,0.0,False
P501834,C101834,Health,0.0,False
P501835,C101835,Personal Accident,0.0,False
P501836,C101836,Life,24869.0,True
P501837,C101837,Life,0.0,False
P501838,C101838,Health,0.0,False
P501839,C101839,Personal Accident,0.0,False
P501840,C101840,Life,0.0,False
P501841,C101841,Life,0.0,False
P501842,C101842,Personal Accident,0.0,False
P501843,C101843,Life,0.0,False
P501844,C101844,Personal Accident,0.0,False
P501845,C101845,Life,0.0,False
P501846,C101846,Health,0.0,False
P501847,C101847,Personal Accident,6175.0,True
P501848,C101848,Health,0.0,False
P501849,C101849,Personal Accident,0.0,False
P501850,C101850,Life,0.0,False
P501851,C101851,Personal Accident,0.0,False
P501852,C101852,Health,0.0,False
P501853,C101853,Health,0.0,False
P501854,C101854,Motor,30220.0,True
P501855,C101855,Life,17466.0,True
P501856,C101856,Life,0.0,False
P501857,C101857,Health,16070.0,True
P501858,C101858,Personal Accident,36740.0,True
P501859,C101859,Motor,0.0,False
P501860,C101860,Motor,0.0,False
P501861,C101861,Health,0.0,False
P501862,C101862,Personal Accident,0.0,False
P501863,C101863,Personal Accident,41744.0,True
P501864,C101864,Motor,0.0,False
P501865,C101865,Health,0.0,False
P501866,C101866,Health,0.0,False
P501867,C101867,Health,9466.0,True
P501868,C101868,Motor,0.0,False
P501869,C101869,Life,20286.0,True
P501870,C101870,Health,0.0,False
P501871,C101871,Personal Accident,16675.0,True
P501872,C101872,Motor,0.0,False
P501873,C101873,Life,0.0,False
P501874,C101874,Personal Accident,0.0,False
P501875,C101875,Life,0.0,False
P501876,C101876,Health,0.0,False
P501877,C101877,Personal Accident,0.0,False
P501878,C101878,Motor,0.0,False
P501879,C101879,Motor,0.0,False
P501880,C101880,Life,0.0,False
P501881,C101881,Life,0.0,False
P501882,C101882,Personal Accident,22158.0,True
P501883,C101883,Life,0.0,False
P501884,C101884,Motor,0.0,False
P501885,C101885,Health,0.0,False
P501886,C101886,Health,0.0,False
P501887,C101887,Personal Accident,15062.0,True
P501888,C101888,Health,44075.0,True
P501889,C101889,Health,0.0,False
P501890,C101890,Life,0.0,False
P501891,C101891,Health,6248.0,True
P501892,C101892,Life,0.0,False
P501893,C101893,Personal Accident,0.0,False
P501894,C101894,Life,0.0,False
P501895,C101895,Health,0.0,False
P501896,C101896,Health,36411.0,True
P501897,C101897,Life,0.0,False
P501898,C101898,Health,27774.0,True
P501899,C101899,Life,0.0,False
P501900,C101900,Motor,0.0,False
P501901,C101901,Personal Accident,20532.0,True
P501902,C101902,Health,0.0,False
P501903,C101903,Health,0.0,False
P501904,C101904,Life,0.0,False
P501905,C101905,Life,12700.0,True
P501906,C101906,Health,0.0,False
P501907,C101907,Health,0.0,False
P501908,C101908,Personal Accident,18725.0,True
P501909,C101909,Life,0.0,False
P501910,C101910,Health,0.0,False
P501911,C101911,Personal Accident,0.0,False
P501912,C101912,Health,0.0,False
P501913,C101913,Personal Accident,0.0,False
P501914,C101914,Health,0.0,False
P501915,C101915,Motor,0.0,False
P501916,C101916,Life,0.0,False
P501917,C101917,Health,10411.0,True
P501918,C101918,Motor,0.0,False
P501919,C101919,Life,34849.0,True
P501920,C101920,Motor,0.0,False
P501921,C101921,Personal Accident,0.0,False
P501922,C101922,Motor,0.0,False
P501923,C101923,Health,38872.0,True
P501924,C101924,Life,29577.0,True
P501925,C101925,Life,8437.0,True
P501926,C101926,Personal Accident,0.0,False
P501927,C101927,Health,0.0,False
P501928,C101928,Health,0.0,False
P501929,C101929,Health,0.0,False
P501930,C101930,Personal Accident,0.0,False
P501931,C101931,Personal Accident,0.0,False
P501932,C101932,Motor,0.0,False
P501933,C101933,Life,39213.0,True
P501934,C101934,Personal Accident,0.0,False
P501935,C101935,Health,36535.0,True
P501936,C101936,Life,17294.0,True
P501937,C101937,Motor,0.0,False
P501938,C101938,Life,39215.0,True
P501939,C101939,Motor,0.0,False
P501940,C101940,Motor,0.0,False
P501941,C101941,Motor,0.0,False
P501942,C101942,Motor,23891.0,True
P501943,C101943,Motor,39058.0,True
P501944,C101944,Motor,0.0,False
P501945,C101945,Motor,0.0,False
P501946,C101946,Motor,0.0,False
P501947,C101947,Life,0.0,False
P501948,C101948,Motor,7765.0,True
P501949,C101949,Life,0.0,False
P501950,C101950,Life,0.0,False
P501951,C101951,Personal Accident,0.0,False
P501952,C101952,Health,6455.0,True
P501953,C101953,Personal Accident,4010.0,True
P501954,C101954,Health,0.0,False
P501955,C101955,Health,0.0,False
P501956,C101956,Personal Accident,0.0,False
P501957,C101957,Motor,0.0,False
P501958,C101958,Health,0.0,False
P501959,C101959,Personal Accident,0.0,False
P501960,C101960,Motor,0.0,False
P501961,C101961,Health,0.0,False
P501962,C101962,Motor,0.0,False
P501963,C101963,Motor,0.0,False
P501964,C101964,Motor,0.0,False
P501965,C101965,Personal Accident,0.0,False
P501966,C101966,Life,0.0,False
P501967,C101967,Life,0.0,False
P501968,C101968,Personal Accident,0.0,False
P501969,C101969,Personal Accident,32685.0,True
P501970,C101970,Life,0.0,False
P501971,C101971,Motor,0.0,False
P501972,C101972,Life,0.0,False
P501973,C101973,Health,0.0,False
P501974,C101974,Life,0.0,False
P501975,C101975,Personal Accident,22962.0,True
P501976,C101976,Health,0.0,False
P501977,C101977,Personal Accident,21364.0,True
P501978,C101978,Personal Accident,0.0,False
P501979,C101979,Personal Accident,0.0,False
P501980,C101980,Life,0.0,False
P501981,C101981,Motor,10100.0,True
P501982,C101982,Health,37593.0,True
P501983,C101983,Motor,0.0,False
P501984,C101984,Personal Accident,0.0,False
P501985,C101985,Health,0.0,False
P501986,C101986,Health,0.0,False
P501987,C101987,Motor,0.0,False
P501988,C101988,Life,31371.0,True
P501989,C101989,Motor,28091.0,True
P501990,C101990,Motor,0.0,False
P501991,C101991,Life,0.0,False
P501992,C101992,Life,9527.0,True
P501993,C101993,Motor,0.0,False
P501994,C101994,Personal Accident,0.0,False
P501995,C101995,Personal Accident,9724.0,True
P501996,C101996,Health,41600.0,True
P501997,C101997,Life,42560.0,True
P501998,C101998,Life,0.0,False
P501999,C101999,Motor,10476.0,True
P502000,C102000,Motor,0.0,False
P502001,C102001,Life,0.0,False
P502002,C102002,Motor,0.0,False
P502003,C102003,Personal Accident,0.0,False
P502004,C102004,Motor,0.0,False
P502005,C102005,Health,0.0,False
P502006,C102006,Personal Accident,21068.0,True
P502007,C102007,Health,0.0,False
P502008,C102008,Motor,20527.0,True
P502009,C102009,Motor,0.0,False
P502010,C102010,Health,10456.0,True
P502011,C102011,Life,35526.0,True
P502012,C102012,Health,0.0,False
P502013,C102013,Life,0.0,False
P502014,C102014,Personal Accident,6715.0,True
P502015,C102015,Life,0.0,False
P502016,C102016,Health,0.0,False
P502017,C102017,Personal Accident,14316.0,True
P502018,C102018,Life,0.0,False
P502019,C102019,Life,0.0,False
P502020,C102020,Health,0.0,False
P502021,C102021,Motor,0.0,False
P502022,C102022,Life,23019.0,True
P502023,C102023,Health,23667.0,True
P502024,C102024,Personal Accident,0.0,False
P502025,C102025,Personal Accident,0.0,False
P502026,C102026,Health,0.0,False
P502027,C102027,Life,0.0,False
P502028,C102028,Personal Accident,0.0,False
P502029,C102029,Personal Accident,0.0,False
P502030,C102030,Health,0.0,False
P502031,C102031,Personal Accident,0.0,False
P502032,C102032,Motor,22523.0,True
P502033,C102033,Personal Accident,0.0,False
P502034,C102034,Life,31089.0,True
P502035,C102035,Life,0.0,False
P502036,C102036,Motor,0.0,False
P502037,C102037,Health,0.0,False
P502038,C102038,Motor,40445.0,True
P502039,C102039,Motor,26122.0,True
P502040,C102040,Motor,23464.0,True
P502041,C102041,Life,0.0,False
P502042,C102042,Health,0.0,False
P502043,C102043,Life,5338.0,True
P502044,C102044,Life,0.0,False
P502045,C102045,Health,30919.0,True
P502046,C102046,Health,0.0,False
P502047,C102047,Health,0.0,False
P502048,C102048,Personal Accident,0.0,False
P502049,C102049,Health,0.0,False
P502050,C102050,Personal Accident,39646.0,True
P502051,C102051,Health,0.0,False
P502052,C102052,Life,0.0,False
P502053,C102053,Health,0.0,False
P502054,C102054,Motor,21243.0,True
P502055,C102055,Personal Accident,0.0,False
P502056,C102056,Health,25536.0,True
P502057,C102057,Motor,0.0,False
P502058,C102058,Health,0.0,False
P502059,C102059,Life,0.0,False
P502060,C102060,Motor,32375.0,True
P502061,C102061,Health,0.0,False
P502062,C102062,Health,0.0,False
P502063,C102063,Life,29899.0,True
P502064,C102064,Motor,0.0,False
P502065,C102065,Life,0.0,False
P502066,C102066,Health,0.0,False
P502067,C102067,Motor,0.0,False
P502068,C102068,Motor,0.0,False
P502069,C102069,Personal Accident,0.0,False
P502070,C102070,Life,0.0,False
P502071,C102071,Health,0.0,False
P502072,C102072,Life,30009.0,True
P502073,C102073,Personal Accident,0.0,False
P502074,C102074,Motor,0.0,False
P502075,C102075,Motor,43864.0,True
P502076,C102076,Motor,0.0,False
P502077,C102077,Motor,0.0,False
P502078,C102078,Personal Accident,19317.0,True
P502079,C102079,Life,0.0,False
P502080,C102080,Health,0.0,False
P502081,C102081,Personal Accident,29849.0,True
P502082,C102082,Life,0.0,False
P502083,C102083,Motor,0.0,False
P502084,C102084,Health,0.0,False
P502085,C102085,Health,11062.0,True
P502086,C102086,Motor,0.0,False
P502087,C102087,Health,15807.0,True
P502088,C102088,Health,0.0,False
P502089,C102089,Life,0.0,False
P502090,C102090,Health,0.0,False
P502091,C102091,Life,29191.0,True
P502092,C102092,Health,0.0,False
P502093,C102093,Personal Accident,0.0,False
P502094,C102094,Life,0.0,False
P502095,C102095,Motor,0.0,False
P502096,C102096,Life,0.0,False
P502097,C102097,Life,27758.0,True
P502098,C102098,Health,13110.0,True
P502099,C102099,Motor,0.0,False
P502100,C102100,Personal Accident,0.0,False
P502101,C102101,Health,0.0,False
P502102,C102102,Motor,0.0,False
P502103,C102103,Health,5224.0,True
P502104,C102104,Motor,0.0,False
P502105,C102105,Personal Accident,0.0,False
P502106,C102106,Motor,0.0,False
P502107,C102107,Life,0.0,False
P502108,C102108,Motor,0.0,False
P502109,C102109,Personal Accident,0.0,False
P502110,C102110,Life,0.0,False
P502111,C102111,Personal Accident,21775.0,True
P502112,C102112,Motor,17265.0,True
P502113,C102113,Health,0.0,False
P502114,C102114,Life,0.0,False
P502115,C102115,Life,0.0,False
P502116,C102116,Motor,0.0,False
P502117,C102117,Motor,0.0,False
P502118,C102118,Life,0.0,False
P502119,C102119,Health,7563.0,True
P502120,C102120,Personal Accident,0.0,False
P502121,C102121,Life,14734.0,True
P502122,C102122,Health,21885.0,True
P502123,C102123,Life,0.0,False
P502124,C102124,Motor,0.0,False
P502125,C102125,Personal Accident,0.0,False
P502126,C102126,Motor,24478.0,True
P502127,C102127,Motor,6327.0,True
P502128,C102128,Motor,29627.0,True
P502129,C102129,Motor,0.0,False
P502130,C102130,Life,35006.0,True
P502131,C102131,Life,0.0,False
P502132,C102132,Health,28335.0,True
P502133,C102133,Life,34317.0,True
P502134,C102134,Health,24634.0,True
P502135,C102135,Life,0.0,False
P502136,C102136,Life,0.0,False
P502137,C102137,Health,7558.0,True
P502138,C102138,Life,0.0,False
P502139,C102139,Motor,11941.0,True
P502140,C102140,Life,8751.0,True
P502141,C102141,Motor,24262.0,True
P502142,C102142,Motor,0.0,False
P502143,C102143,Health,0.0,False
P502144,C102144,Personal Accident,0.0,False
P502145,C102145,Personal Accident,23633.0,True
P502146,C102146,Life,0.0,False
P502147,C102147,Personal Accident,0.0,False
P502148,C102148,Health,0.0,False
P502149,C102149,Personal Accident,40320.0,True
P502150,C102150,Personal Accident,0.0,False
P502151,C102151,Motor,26265.0,True
P502152,C102152,Motor,0.0,False
P502153,C102153,Motor,0.0,False
P502154,C102154,Personal Accident,0.0,False
P502155,C102155,Motor,11415.0,True
P502156,C102156,Personal Accident,0.0,False
P502157,C102157,Health,14043.0,True
P502158,C102158,Motor,0.0,False
P502159,C102159,Personal Accident,0.0,False
P502160,C102160,Motor,0.0,False
P502161,C102161,Motor,0.0,False
P502162,C102162,Health,0.0,False
P502163,C102163,Life,0.0,False
P502164,C102164,Motor,0.0,False
P502165,C102165,Life,0.0,False
P502166,C102166,Life,5129.0,True
P502167,C102167,Life,0.0,False
P502168,C102168,Personal Accident,0.0,False
P502169,C102169,Personal Accident,7166.0,True
P502170,C102170,Personal Accident,20194.0,True
P502171,C102171,Health,0.0,False
P502172,C102172,Life,0.0,False
P502173,C102173,Life,0.0,False
P502174,C102174,Life,0.0,False
P502175,C102175,Life,0.0,False
P502176,C102176,Motor,0.0,False
P502177,C102177,Personal Accident,0.0,False
P502178,C102178,Personal Accident,0.0,False
P502179,C102179,Health,0.0,False
P502180,C102180,Personal Accident,19367.0,True
P502181,C102181,Health,10971.0,True
P502182,C102182,Life,0.0,False
P502183,C102183,Personal Accident,0.0,False
P502184,C102184,Personal Accident,0.0,False
P502185,C102185,Motor,0.0,False
P502186,C102186,Personal Accident,0.0,False
P502187,C102187,Health,0.0,False
P502188,C102188,Health,0.0,False
P502189,C102189,Motor,0.0,False
P502190,C102190,Health,17409.0,True
P502191,C102191,Personal Accident,30028.0,True
P502192,C102192,Personal Accident,0.0,False
P502193,C102193,Personal Accident,0.0,False
P502194,C102194,Health,0.0,False
P502195,C102195,Motor,0.0,False
P502196,C102196,Health,15553.0,True
P502197,C102197,Life,0.0,False
P502198,C102198,Health,0.0,False
P502199,C102199,Personal Accident,0.0,False
P502200,C102200,Life,0.0,False
P502201,C102201,Motor,0.0,False
P502202,C102202,Health,0.0,False
P502203,C102203,Health,0.0,False
P502204,C102204,Personal Accident,4879.0,True
P502205,C102205,Motor,0.0,False
P502206,C102206,Personal Accident,0.0,False
P502207,C102207,Personal Accident,24589.0,True
P502208,C102208,Health,0.0,False
P502209,C102209,Health,0.0,False
P502210,C102210,Personal Accident,0.0,False
P502211,C102211,Life,31481.0,True
P502212,C102212,Motor,0.0,False
P502213,C102213,Life,34022.0,True
P502214,C102214,Personal Accident,0.0,False
P502215,C102215,Motor,37563.0,True
P502216,C102216,Personal Accident,0.0,False
P502217,C102217,Motor,17664.0,True
P502218,C102218,Motor,0.0,False
P502219,C102219,Motor,0.0,False
P502220,C102220,Health,28858.0,True
P502221,C102221,Personal Accident,0.0,False
P502222,C102222,Life,0.0,False
P502223,C102223,Health,17521.0,True
P502224,C102224,Personal Accident,0.0,False
P502225,C102225,Motor,14897.0,True
P502226,C102226,Health,0.0,False
P502227,C102227,Life,0.0,False
P502228,C102228,Life,0.0,False
P502229,C102229,Life,0.0,False
P502230,C102230,Life,0.0,False
P502231,C102231,Health,0.0,False
P502232,C102232,Personal Accident,6755.0,True
P502233,C102233,Personal Accident,0.0,False
P502234,C102234,Motor,0.0,False
P502235,C102235,Motor,0.0,False
P502236,C102236,Life,0.0,False
P502237,C102237,Motor,0.0,False
P502238,C102238,Personal Accident,0.0,False
P502239,C102239,Motor,0.0,False
P502240,C102240,Health,21242.0,True
P502241,C102241,Health,0.0,False
P502242,C102242,Life,0.0,False
P502243,C102243,Life,0.0,False
P502244,C102244,Health,13755.0,True
P502245,C102245,Life,38254.0,True
P502246,C102246,Motor,0.0,False
P502247,C102247,Motor,0.0,False
P502248,C102248,Motor,0.0,False
P502249,C102249,Motor,0.0,False
P502250,C102250,Health,0.0,False
P502251,C102251,Life,11667.0,True
P502252,C102252,Health,17340.0,True
P502253,C102253,Life,0.0,False
P502254,C102254,Health,9713.0,True
P502255,C102255,Life,0.0,False
P502256,C102256,Life,0.0,False
P502257,C102257,Personal Accident,0.0,False
P502258,C102258,Life,0.0,False
P502259,C102259,Life,0.0,False
P502260,C102260,Personal Accident,0.0,False
P502261,C102261,Health,0.0,False
P502262,C102262,Personal Accident,0.0,False
