transaction_id,customer_id,transaction_date,transaction_type,amount
T417520,C100306,2025-10-28,UPI,536.5
T417521,C102820,2025-03-03,UPI,10886.74
T417522,C103586,2026-01-22,POS,5973.55
T417523,C103261,2025-02-19,POS,26192.97
T417524,C100770,2026-04-14,IMPS,2882.61
T417525,C101025,2025-12-26,POS,1600.87
T417526,C100550,2025-03-29,ATM,5693.12
T417527,C101577,2025-06-10,ATM,8893.58
T417528,C104704,2025-11-18,IMPS,10010.14
T417529,C100596,2025-11-12,UPI,1835.05
T417530,C100060,2026-03-18,NEFT,12479.96
T417531,C104171,2026-02-24,NEFT,2893.97
T417532,C102822,2025-06-09,UPI,13340.27
T417533,C101792,2025-04-24,POS,2869.72
T417534,C101742,2025-04-05,POS,786.86
T417535,C104856,2025-10-19,SALARY,13052.52
T417536,C103319,2025-08-04,IMPS,1292.94
T417537,C102107,2025-08-08,POS,645.78
T417538,C103026,2025-05-10,POS,5230.74
T417539,C103932,2025-02-17,IMPS,1300.22
T417540,C104018,2025-06-09,POS,1809.12
T417541,C103678,2025-11-05,UPI,8635.7
T417542,C100627,2025-10-07,UPI,6049.05
T417543,C102697,2025-01-26,NEFT,9141.11
T417544,C101556,2026-07-01,POS,4708.55
T417545,C102192,2025-11-26,IMPS,11413.52
T417546,C102206,2025-04-18,SALARY,2380.11
T417547,C103804,2026-01-12,NEFT,1128.39
T417548,C104067,2025-11-02,POS,2893.09
T417549,C101459,2025-10-08,ATM,9104.18
T417550,C102688,2026-04-06,SALARY,2770.23
T417551,C101225,2025-09-03,NEFT,32046.09
T417552,C101278,2026-01-16,UPI,881.65
T417553,C100181,2025-03-13,SALARY,10441.56
T417554,C102500,2026-03-24,SALARY,4333.8
T417555,C103872,2026-06-15,POS,4868.13
T417556,C102369,2025-01-31,IMPS,772.52
T417557,C104736,2025-05-04,UPI,5320.78
T417558,C100378,2026-05-18,UPI,3392.06
T417559,C103066,2025-04-19,UPI,621.25
T417560,C103907,2025-01-11,ATM,4781.04
T417561,C102031,2026-01-24,POS,4798.58
T417562,C104674,2025-03-23,UPI,2101.57
T417563,C104099,2025-08-14,UPI,5220.34
T417564,C102670,2026-04-18,POS,761.07
T417565,C103426,2026-02-17,POS,25139.35
T417566,C102662,2026-06-17,NEFT,1016.93
T417567,C101703,2025-03-20,NEFT,6601.28
T417568,C103927,2025-02-16,UPI,9582.04
T417569,C102395,2025-08-31,ATM,728.15
T417570,C100308,2025-08-26,ATM,5573.47
T417571,C104835,2026-07-18,POS,5832.87
T417572,C101478,2026-03-06,POS,23365.02
T417573,C104356,2025-12-04,NEFT,8909.64
T417574,C101190,2025-08-08,NEFT,9238.87
T417575,C101624,2026-08-01,IMPS,3948.08
T417576,C101515,2026-07-31,NEFT,1129.83
T417577,C100767,2025-11-06,NEFT,2883.49
T417578,C101457,2025-04-11,NEFT,1562.4
T417579,C100782,2026-07-26,POS,8462.51
T417580,C101301,2025-09-07,POS,11112.33
T417581,C101955,2025-05-25,SALARY,5000.21
T417582,C102547,2026-03-30,POS,1636.15
T417583,C104616,2026-05-21,UPI,10882.96
T417584,C101058,2026-06-08,UPI,370.01
T417585,C100533,2025-06-15,IMPS,4301.59
T417586,C102337,2025-09-20,UPI,1687.51
T417587,C103629,2026-04-04,POS,10172.46
T417588,C103046,2026-05-24,UPI,9183.42
T417589,C102257,2026-07-28,POS,10020.1
T417590,C100810,2026-05-07,SALARY,1727.91
T417591,C101775,2025-06-25,UPI,3639.04
T417592,C103598,2025-10-19,POS,1810.89
T417593,C103728,2026-03-27,NEFT,10577.79
T417594,C103040,2025-03-13,POS,2494.91
T417595,C104682,2025-11-27,POS,3820.99
T417596,C102600,2026-07-23,POS,771.29
T417597,C101855,2025-04-09,POS,3707.13
T417598,C100284,2026-01-02,IMPS,2400.7
T417599,C103686,2025-09-04,ATM,9736.0
T417600,C103108,2026-06-30,POS,5908.95
T417601,C103163,2026-05-20,POS,640.22
T417602,C102181,2026-01-01,POS,5053.93
T417603,C102027,2025-06-14,POS,1216.67
T417604,C100023,2026-04-25,POS,24570.89
T417605,C103088,2025-09-13,POS,3357.79
T417606,C100112,2026-02-16,NEFT,303.03
T417607,C100858,2026-01-21,POS,7174.37
T417608,C100550,2025-09-11,POS,1796.78
T417609,C103160,2025-09-30,POS,9005.29
T417610,C104828,2025-10-04,POS,12443.19
T417611,C103505,2026-03-22,NEFT,980.28
T417612,C101020,2026-02-21,POS,3270.03
T417613,C101060,2026-07-11,ATM,630.97
T417614,C101607,2025-06-09,ATM,1706.83
T417615,C100597,2026-05-04,POS,16946.31
T417616,C103719,2025-10-30,ATM,1692.87
T417617,C104359,2025-03-03,UPI,2031.52
T417618,C100509,2025-09-15,POS,1700.75
T417619,C104558,2026-04-28,POS,2417.74
T417620,C100853,2025-03-27,SALARY,12250.37
T417621,C104893,2025-12-18,UPI,7219.32
T417622,C100144,2025-09-16,POS,1260.82
T417623,C103952,2025-10-21,POS,12147.06
T417624,C103124,2025-03-27,UPI,662.31
T417625,C100125,2025-05-02,UPI,3278.43
T417626,C101322,2025-03-30,UPI,1449.17
T417627,C101820,2025-11-07,SALARY,1229.09
T417628,C101617,2026-05-20,POS,5213.12
T417629,C103917,2026-01-15,UPI,5603.46
T417630,C101492,2025-06-07,ATM,12786.66
T417631,C102730,2025-07-12,IMPS,18500.36
T417632,C104013,2025-09-28,POS,9982.03
T417633,C100835,2025-12-21,ATM,1434.98
T417634,C101208,2025-01-12,IMPS,3703.8
T417635,C101954,2025-04-26,IMPS,4070.84
T417636,C103863,2026-07-05,POS,924.9
T417637,C103259,2025-03-25,POS,3312.13
T417638,C100724,2026-03-23,POS,1555.48
T417639,C103781,2025-02-19,UPI,7597.69
T417640,C101507,2026-05-17,UPI,2560.89
T417641,C104082,2025-06-11,IMPS,2523.15
T417642,C102595,2026-05-01,IMPS,247.77
T417643,C103447,2026-02-02,NEFT,5567.73
T417644,C100726,2025-10-21,UPI,1694.66
T417645,C101264,2026-07-03,UPI,5918.06
T417646,C101143,2025-09-01,NEFT,5862.2
T417647,C100742,2025-09-05,UPI,5073.05
T417648,C101181,2026-02-16,UPI,4128.84
T417649,C101729,2026-07-22,UPI,3887.58
T417650,C103613,2026-02-08,SALARY,3980.67
T417651,C104177,2026-04-25,SALARY,1607.67
T417652,C101503,2025-11-19,SALARY,1738.34
T417653,C104835,2025-06-03,NEFT,1338.3
T417654,C100633,2026-02-08,UPI,3810.82
T417655,C104789,2025-06-12,UPI,2917.76
T417656,C101085,2025-09-30,NEFT,3245.93
T417657,C101936,2025-08-31,NEFT,11259.59
T417658,C104906,2025-10-28,POS,2530.31
T417659,C104808,2025-06-15,SALARY,1602.66
T417660,C100225,2025-11-05,NEFT,10563.19
T417661,C100521,2025-10-25,ATM,4872.01
T417662,C101864,2026-05-19,NEFT,2596.02
T417663,C103225,2025-01-02,UPI,16289.6
T417664,C100536,2026-07-19,ATM,8794.35
T417665,C103480,2026-07-27,POS,17485.74
T417666,C100504,2025-07-29,POS,16589.45
T417667,C101736,2025-04-06,IMPS,4534.32
T417668,C102722,2025-11-18,UPI,501.67
T417669,C101779,2026-02-02,SALARY,5451.74
T417670,C104957,2026-05-24,POS,15707.64
T417671,C101509,2025-12-08,UPI,9360.73
T417672,C102452,2025-10-01,UPI,8278.81
T417673,C100301,2025-07-21,SALARY,532.72
T417674,C101428,2025-02-11,ATM,316.27
T417675,C104887,2025-01-08,POS,10389.21
T417676,C102300,2026-05-11,IMPS,2014.74
T417677,C102497,2026-03-19,UPI,1392.55
T417678,C100146,2025-03-18,NEFT,305.27
T417679,C101009,2026-07-13,IMPS,20642.24
T417680,C103489,2025-10-17,NEFT,3919.3
T417681,C104560,2026-01-12,SALARY,10418.47
T417682,C101280,2025-09-27,POS,1406.29
T417683,C102638,2025-09-17,SALARY,7745.61
T417684,C102976,2025-03-21,POS,2007.66
T417685,C104149,2025-10-13,UPI,5667.55
T417686,C100473,2025-08-29,POS,7402.11
T417687,C102749,2026-07-20,UPI,1413.63
T417688,C101473,2025-10-25,IMPS,925.24
T417689,C100315,2025-03-24,ATM,2002.74
T417690,C104271,2026-01-19,SALARY,2934.31
T417691,C103978,2026-07-29,SALARY,4318.56
T417692,C100286,2025-11-05,IMPS,2686.35
T417693,C101274,2026-01-21,UPI,927.11
T417694,C103279,2026-03-20,POS,1672.3
T417695,C102955,2026-04-22,UPI,4567.32
T417696,C100335,2025-01-05,NEFT,2325.66
T417697,C103683,2026-07-10,NEFT,3509.05
T417698,C100178,2026-07-07,SALARY,2189.31
T417699,C100981,2025-11-28,SALARY,4955.6
T417700,C103890,2026-03-26,UPI,3577.47
T417701,C104065,2026-06-04,POS,1612.04
T417702,C103531,2025-03-25,POS,1584.08
T417703,C101742,2025-08-28,IMPS,3996.93
T417704,C101410,2026-01-04,NEFT,1138.11
T417705,C101406,2025-02-07,UPI,2985.2
T417706,C100061,2026-06-19,IMPS,4870.79
T417707,C101108,2025-09-22,POS,62916.81
T417708,C103608,2025-07-08,IMPS,3989.07
T417709,C104414,2025-01-25,POS,1091.18
T417710,C104284,2025-05-07,NEFT,1398.99
T417711,C103490,2026-01-07,IMPS,9533.62
T417712,C104111,2025-11-20,UPI,960.97
T417713,C104101,2025-08-14,UPI,5075.76
T417714,C104451,2025-01-15,UPI,733.19
T417715,C100387,2025-10-05,IMPS,7508.69
T417716,C100710,2025-01-07,NEFT,2889.93
T417717,C102851,2025-06-13,SALARY,4363.32
T417718,C100685,2025-01-26,POS,7897.09
T417719,C104689,2026-04-14,POS,215.92
T417720,C100388,2026-03-03,POS,13972.73
T417721,C101713,2025-12-12,UPI,3739.31
T417722,C102980,2025-06-01,NEFT,2727.34
T417723,C103535,2025-12-22,ATM,3815.48
T417724,C100420,2026-05-26,UPI,4131.31
T417725,C104489,2025-02-18,ATM,1983.31
T417726,C102882,2026-01-14,SALARY,1160.9
T417727,C102373,2025-05-02,POS,1292.45
T417728,C104358,2026-03-01,UPI,4017.09
T417729,C104116,2025-05-16,IMPS,7421.31
T417730,C100824,2026-01-06,SALARY,8589.25
T417731,C102242,2025-11-05,POS,5469.14
T417732,C101374,2025-11-24,SALARY,665.9
T417733,C101228,2025-12-09,SALARY,19685.28
T417734,C101899,2025-08-14,POS,3374.48
T417735,C101894,2025-03-24,UPI,5005.4
T417736,C100362,2026-02-08,UPI,1622.81
T417737,C100052,2025-03-19,UPI,1143.1
T417738,C101071,2026-01-27,SALARY,12657.95
T417739,C102248,2025-02-25,SALARY,1955.1
T417740,C103070,2025-03-03,POS,4112.97
T417741,C103147,2025-10-28,ATM,1132.15
T417742,C103492,2025-02-16,NEFT,8910.65
T417743,C104590,2025-11-02,ATM,3922.1
T417744,C102228,2025-11-18,SALARY,11822.71
T417745,C103782,2025-10-22,UPI,3341.07
T417746,C104841,2025-01-13,UPI,13435.27
T417747,C104494,2026-01-28,IMPS,2937.77
T417748,C104018,2026-03-01,ATM,6233.1
T417749,C104482,2026-01-26,POS,1903.68
T417750,C103462,2025-07-20,ATM,973.29
T417751,C100128,2025-01-09,IMPS,6786.32
T417752,C101433,2025-02-01,UPI,2249.11
T417753,C102100,2025-08-25,NEFT,2249.5
T417754,C101831,2026-07-14,UPI,8912.19
T417755,C101583,2025-03-27,UPI,10837.43
T417756,C101604,2025-07-24,UPI,1442.49
T417757,C102366,2025-09-15,UPI,711.36
T417758,C100228,2026-07-02,UPI,975.69
T417759,C101252,2025-04-27,IMPS,703.62
T417760,C102602,2026-01-25,UPI,1254.14
T417761,C104660,2026-04-16,IMPS,21938.53
T417762,C100881,2025-02-21,NEFT,226.83
T417763,C104817,2026-05-07,SALARY,4954.17
T417764,C104856,2025-07-01,POS,1522.04
T417765,C100202,2025-12-04,POS,5292.82
T417766,C103685,2025-10-12,IMPS,16034.37
T417767,C103482,2025-08-14,UPI,1075.89
T417768,C102809,2025-03-31,ATM,12155.9
T417769,C102020,2025-10-23,UPI,2846.45
T417770,C103814,2026-01-30,ATM,1650.56
T417771,C104162,2025-12-27,SALARY,2468.6
T417772,C103227,2026-04-15,NEFT,1822.03
T417773,C103361,2025-11-10,NEFT,272.02
T417774,C103924,2026-03-16,UPI,4742.18
T417775,C100258,2026-03-07,NEFT,2340.72
T417776,C104496,2025-11-28,UPI,765.01
T417777,C103449,2025-03-29,POS,1661.06
T417778,C104233,2025-04-26,UPI,706.97
T417779,C101490,2025-08-19,UPI,31738.16
T417780,C100448,2026-06-21,UPI,2492.49
T417781,C102564,2026-03-24,ATM,7849.56
T417782,C103522,2025-10-31,IMPS,5233.53
T417783,C101374,2025-11-01,ATM,5656.58
T417784,C101267,2025-01-13,UPI,14209.64
T417785,C101486,2025-05-31,IMPS,7921.56
T417786,C100275,2026-01-09,POS,6159.89
T417787,C100832,2026-02-19,POS,12543.23
T417788,C103778,2025-07-23,UPI,4092.74
T417789,C102463,2026-06-14,POS,19074.37
T417790,C100063,2025-10-27,NEFT,3275.99
T417791,C100410,2026-07-11,POS,3133.8
T417792,C100445,2025-02-15,ATM,1583.72
T417793,C100739,2025-05-25,ATM,1310.65
T417794,C100671,2025-01-15,POS,1324.78
T417795,C101532,2025-05-07,NEFT,1127.91
T417796,C104573,2026-04-09,POS,2460.76
T417797,C101309,2025-02-16,IMPS,2093.77
T417798,C101423,2026-06-18,UPI,6233.81
T417799,C103809,2026-02-06,POS,2208.62
T417800,C104263,2026-05-16,SALARY,7125.78
T417801,C101749,2026-04-13,POS,2440.84
T417802,C100044,2025-05-24,ATM,2118.25
T417803,C102983,2026-04-03,SALARY,9358.14
T417804,C102607,2025-03-29,POS,1123.21
T417805,C101823,2025-03-07,ATM,7176.64
T417806,C101517,2026-01-06,IMPS,3638.05
T417807,C104454,2025-08-22,IMPS,2458.93
T417808,C103715,2026-03-25,ATM,4826.76
T417809,C103411,2025-03-10,ATM,2446.08
T417810,C103271,2025-09-05,SALARY,47478.77
T417811,C103858,2025-06-20,UPI,2357.19
T417812,C102751,2025-10-02,SALARY,9036.43
T417813,C104766,2026-03-24,NEFT,3116.45
T417814,C103422,2025-10-22,SALARY,1210.68
T417815,C104685,2026-02-26,UPI,4435.02
T417816,C104944,2025-02-21,UPI,16679.85
T417817,C103517,2025-12-28,NEFT,1615.4
T417818,C100750,2026-01-28,SALARY,6135.23
T417819,C101849,2026-03-30,UPI,942.73
T417820,C103452,2026-07-24,POS,1653.54
T417821,C103101,2026-02-18,NEFT,5969.02
T417822,C101652,2025-08-09,POS,9678.33
T417823,C101877,2026-01-31,POS,4519.15
T417824,C104873,2025-05-08,UPI,7892.88
T417825,C102544,2025-05-20,SALARY,1486.57
T417826,C101561,2025-12-14,NEFT,8639.52
T417827,C103427,2025-09-11,ATM,3721.82
T417828,C100607,2026-05-13,UPI,268.19
T417829,C101038,2025-07-07,NEFT,10661.66
T417830,C103886,2026-01-28,UPI,493.81
T417831,C104958,2026-02-16,POS,1568.6
T417832,C100613,2026-04-15,POS,14502.39
T417833,C104315,2025-11-09,UPI,2024.22
T417834,C103636,2025-08-29,ATM,3992.11
T417835,C100819,2026-07-21,UPI,2578.4
T417836,C104400,2026-04-07,SALARY,958.76
T417837,C104702,2025-08-18,UPI,5259.79
T417838,C103715,2025-02-19,UPI,3565.31
T417839,C103698,2025-08-27,NEFT,603.34
T417840,C100657,2025-04-26,SALARY,14480.92
T417841,C102665,2026-07-03,UPI,3019.3
T417842,C100184,2026-05-27,POS,1839.05
T417843,C103369,2025-01-17,UPI,1426.03
T417844,C104740,2026-02-05,POS,1321.88
T417845,C104799,2025-09-11,SALARY,3287.03
T417846,C100178,2026-07-11,IMPS,2097.58
T417847,C104969,2025-11-10,UPI,8085.88
T417848,C100699,2026-04-16,UPI,7586.01
T417849,C100249,2026-07-28,ATM,2797.3
T417850,C100138,2026-05-08,SALARY,6451.99
T417851,C102898,2025-01-23,UPI,1434.23
T417852,C102316,2026-01-19,UPI,12371.61
T417853,C101407,2025-05-09,IMPS,13626.11
T417854,C104619,2025-05-07,POS,2114.39
T417855,C103037,2025-03-30,UPI,1602.91
T417856,C103717,2026-05-25,UPI,4991.34
T417857,C100622,2026-06-06,UPI,2761.89
T417858,C102915,2025-07-11,NEFT,3383.83
T417859,C100067,2025-05-14,POS,1174.16
T417860,C101861,2025-05-05,POS,5280.72
T417861,C104111,2025-04-12,NEFT,340.59
T417862,C104320,2026-03-27,NEFT,2330.94
T417863,C103614,2025-03-12,SALARY,8704.91
T417864,C100033,2026-05-06,POS,1751.96
T417865,C101376,2025-05-26,ATM,3034.34
T417866,C102356,2025-07-30,UPI,3110.63
T417867,C101409,2025-11-07,NEFT,4431.53
T417868,C101611,2025-05-18,SALARY,4254.84
T417869,C104095,2026-01-28,POS,8592.43
T417870,C103648,2025-03-22,UPI,3713.6
T417871,C104526,2026-05-15,POS,4200.15
T417872,C104221,2026-01-31,ATM,3073.34
T417873,C102063,2025-09-06,NEFT,19242.08
T417874,C103678,2025-08-30,NEFT,7653.18
T417875,C103094,2026-06-16,POS,12492.18
T417876,C104426,2025-09-15,SALARY,7029.13
T417877,C102111,2025-04-27,POS,12146.52
T417878,C103307,2026-07-11,POS,1972.46
T417879,C103036,2026-05-19,POS,9547.95
T417880,C103119,2026-06-18,IMPS,5430.53
T417881,C103510,2025-06-05,POS,7244.87
T417882,C102879,2025-12-09,UPI,1537.37
T417883,C102124,2026-05-15,IMPS,6212.49
T417884,C101240,2025-03-21,NEFT,19250.86
T417885,C101123,2026-06-04,ATM,3056.66
T417886,C103069,2025-09-01,UPI,11372.09
T417887,C104782,2026-01-04,UPI,2270.85
T417888,C104845,2025-02-16,UPI,3447.02
T417889,C103365,2025-08-12,NEFT,265.45
T417890,C101988,2025-08-15,SALARY,741.0
T417891,C101620,2025-06-20,IMPS,4584.83
T417892,C103967,2025-05-06,ATM,3156.22
T417893,C101373,2025-12-11,UPI,8911.47
T417894,C103414,2025-12-28,ATM,1220.21
T417895,C100331,2026-03-05,ATM,8153.43
T417896,C102030,2025-07-17,ATM,2486.55
T417897,C100700,2025-03-04,SALARY,9161.11
T417898,C104785,2026-03-09,IMPS,4252.71
T417899,C101899,2025-09-04,UPI,2547.57
T417900,C103535,2026-04-26,POS,14708.81
T417901,C100184,2025-03-20,SALARY,8380.53
T417902,C100163,2026-03-31,NEFT,12990.61
T417903,C103389,2025-08-25,UPI,4829.93
T417904,C103616,2025-11-08,UPI,6495.91
T417905,C102688,2025-11-19,POS,11759.1
T417906,C100558,2025-05-02,UPI,1560.95
T417907,C102091,2025-07-26,SALARY,5627.5
T417908,C102651,2025-08-19,POS,17182.61
T417909,C101662,2025-06-07,POS,4087.06
T417910,C104564,2025-08-26,UPI,1681.48
T417911,C102268,2025-10-09,ATM,792.04
T417912,C103379,2025-06-11,UPI,5491.85
T417913,C100583,2025-06-19,ATM,3436.71
T417914,C102654,2026-01-23,NEFT,7110.49
T417915,C103123,2025-04-19,SALARY,3410.38
T417916,C101771,2025-07-24,NEFT,1790.14
T417917,C102723,2025-05-20,UPI,12790.79
T417918,C103378,2025-02-13,UPI,15642.3
T417919,C100735,2025-05-16,POS,13022.03
T417920,C103747,2025-11-06,SALARY,2342.73
T417921,C104051,2026-06-03,ATM,6810.13
T417922,C102677,2025-01-16,UPI,10327.11
T417923,C102907,2025-11-12,POS,3878.81
T417924,C102812,2025-08-26,POS,1930.61
T417925,C101782,2026-03-18,IMPS,3972.73
T417926,C102414,2025-09-25,IMPS,6595.6
T417927,C102682,2026-03-17,POS,11973.01
T417928,C100642,2026-04-30,UPI,11629.6
T417929,C102456,2025-10-22,POS,6369.2
T417930,C103763,2026-04-25,UPI,2294.38
T417931,C101634,2025-12-14,UPI,3585.85
T417932,C101419,2025-12-04,IMPS,731.35
T417933,C102532,2025-06-23,ATM,628.61
T417934,C102789,2025-03-24,IMPS,1436.03
T417935,C101231,2025-12-14,UPI,8886.42
T417936,C103912,2025-07-04,NEFT,959.17
T417937,C104921,2025-01-13,UPI,7685.36
T417938,C102181,2025-10-01,POS,10959.23
T417939,C104021,2025-12-18,UPI,2208.58
T417940,C100335,2026-02-01,NEFT,1298.44
T417941,C104897,2025-01-10,SALARY,3402.33
T417942,C101996,2026-08-03,IMPS,12647.96
T417943,C103678,2026-03-30,UPI,4720.05
T417944,C102892,2025-02-19,SALARY,1114.48
T417945,C103500,2026-06-25,POS,4279.02
T417946,C104992,2025-02-22,SALARY,1049.46
T417947,C104835,2025-05-30,UPI,726.83
T417948,C102019,2025-04-27,POS,17840.76
T417949,C102936,2025-03-09,POS,3708.06
T417950,C104795,2025-10-25,SALARY,2142.9
T417951,C102604,2026-04-14,ATM,2620.18
T417952,C102564,2025-03-17,UPI,1459.75
T417953,C103249,2025-04-21,POS,548.12
T417954,C104103,2026-04-02,UPI,13985.28
T417955,C102500,2025-05-19,UPI,2480.33
T417956,C100443,2025-04-27,UPI,3294.23
T417957,C104650,2025-04-10,NEFT,6672.54
T417958,C100878,2026-05-17,NEFT,3703.44
T417959,C103134,2026-04-21,POS,1743.6
T417960,C102264,2025-09-13,POS,8851.9
T417961,C102242,2025-02-21,ATM,11942.49
T417962,C101336,2025-07-22,UPI,34788.81
T417963,C102912,2026-04-20,POS,3349.4
T417964,C103972,2025-04-14,NEFT,5687.98
T417965,C103768,2025-05-19,ATM,5005.38
T417966,C103963,2025-05-15,SALARY,995.25
T417967,C100689,2026-01-09,IMPS,982.18
T417968,C100868,2026-07-24,ATM,6593.7
T417969,C101137,2025-10-13,UPI,17183.5
T417970,C104473,2025-02-24,ATM,4180.03
T417971,C100401,2026-03-01,POS,461.79
T417972,C101039,2025-01-22,NEFT,5076.24
T417973,C104872,2026-01-17,UPI,10921.45
T417974,C101155,2025-03-30,POS,4046.85
T417975,C101625,2025-09-09,SALARY,8162.38
T417976,C102608,2026-05-07,UPI,3482.75
T417977,C100775,2025-03-31,POS,4646.01
T417978,C101926,2025-07-21,POS,3876.26
T417979,C101426,2026-02-09,ATM,5233.18
T417980,C103940,2026-03-11,UPI,3411.1
T417981,C103740,2025-10-24,UPI,4255.43
T417982,C104579,2026-07-27,SALARY,6752.88
T417983,C101073,2026-07-01,IMPS,4011.06
T417984,C102797,2025-01-28,POS,6855.27
T417985,C101650,2025-03-22,ATM,8613.32
T417986,C103532,2025-07-27,NEFT,2530.64
T417987,C104657,2025-03-05,IMPS,12670.56
T417988,C102861,2026-04-13,ATM,6440.8
T417989,C100991,2025-10-21,POS,16598.37
T417990,C102494,2025-02-16,POS,1094.85
T417991,C104481,2026-08-03,IMPS,2198.66
T417992,C103348,2026-06-06,POS,3246.58
T417993,C104198,2025-04-30,UPI,2602.51
T417994,C103312,2025-07-22,POS,3572.14
T417995,C102335,2025-01-12,UPI,956.35
T417996,C101574,2025-01-05,NEFT,2628.34
T417997,C103499,2026-03-22,ATM,4028.48
T417998,C101158,2025-11-25,POS,3325.42
T417999,C103702,2025-12-07,UPI,2706.24
T418000,C104306,2025-05-04,ATM,3087.13
T418001,C103996,2026-06-01,ATM,5000.71
T418002,C103761,2025-06-12,NEFT,7951.03
T418003,C104889,2026-02-27,SALARY,9427.58
T418004,C102329,2025-03-28,ATM,1428.43
T418005,C100588,2025-08-19,UPI,7595.71
T418006,C102347,2025-04-27,SALARY,7562.79
T418007,C100669,2025-05-25,ATM,2831.21
T418008,C104202,2026-06-29,IMPS,2926.25
T418009,C100183,2025-10-14,POS,1265.81
T418010,C101625,2025-10-06,IMPS,931.94
T418011,C101798,2025-05-13,UPI,10035.52
T418012,C103255,2025-05-13,IMPS,5195.81
T418013,C100699,2025-07-23,NEFT,3580.57
T418014,C102778,2025-09-05,NEFT,17252.05
T418015,C103101,2025-04-15,UPI,5138.09
T418016,C103335,2026-03-07,IMPS,5909.13
T418017,C100537,2025-10-30,UPI,3251.8
T418018,C103090,2026-02-04,POS,2554.47
T418019,C102401,2025-07-16,SALARY,12683.31
T418020,C102059,2026-05-18,UPI,14377.84
T418021,C100138,2026-03-27,SALARY,1322.44
T418022,C103432,2025-03-22,UPI,4097.02
T418023,C104152,2025-06-14,IMPS,4542.11
T418024,C101096,2025-10-23,NEFT,487.92
T418025,C102995,2025-03-18,POS,18978.86
T418026,C104490,2025-12-29,ATM,577.77
T418027,C104852,2025-06-21,UPI,2157.81
T418028,C104330,2025-10-02,POS,2754.51
T418029,C100003,2025-09-29,UPI,6830.44
T418030,C101573,2026-02-26,POS,6581.9
T418031,C103175,2025-05-25,NEFT,5944.11
T418032,C104042,2025-09-27,UPI,1478.97
T418033,C104724,2025-08-05,UPI,1484.75
T418034,C104669,2025-07-03,NEFT,2549.3
T418035,C101161,2026-01-26,POS,4055.24
T418036,C102620,2025-09-26,IMPS,2487.26
T418037,C103037,2026-01-25,IMPS,1219.36
T418038,C100830,2025-04-11,NEFT,7051.38
T418039,C100200,2025-09-23,ATM,483.89
T418040,C104323,2025-05-26,POS,1593.91
T418041,C101084,2026-01-06,UPI,2530.82
T418042,C100264,2026-02-02,IMPS,2272.66
T418043,C102246,2025-09-21,UPI,4269.06
T418044,C102244,2025-11-27,POS,613.08
T418045,C103872,2025-07-09,ATM,3155.04
T418046,C100456,2025-12-08,POS,527.19
T418047,C102646,2026-07-26,NEFT,1288.88
T418048,C102938,2026-05-06,UPI,1741.45
T418049,C102568,2025-11-08,NEFT,14605.2
T418050,C104666,2025-04-27,POS,5227.62
T418051,C103734,2025-06-30,POS,5361.68
T418052,C102511,2025-11-14,UPI,13885.0
T418053,C101480,2026-02-06,SALARY,5082.6
T418054,C102469,2025-05-30,NEFT,4066.95
T418055,C100727,2026-02-28,POS,39650.76
T418056,C101219,2025-10-01,IMPS,6064.4
T418057,C104368,2025-08-04,NEFT,2129.32
T418058,C102455,2026-06-24,POS,3004.29
T418059,C101233,2026-01-07,UPI,14514.27
T418060,C103105,2025-07-09,SALARY,7316.03
T418061,C104647,2026-03-29,POS,4651.0
T418062,C102456,2026-03-13,UPI,11566.82
T418063,C101882,2025-03-10,IMPS,9423.54
T418064,C102435,2025-06-01,POS,5953.63
T418065,C104010,2025-05-20,POS,5461.2
T418066,C102034,2025-08-21,NEFT,2904.59
T418067,C101069,2025-02-20,NEFT,2406.62
T418068,C103473,2025-04-07,SALARY,10141.05
T418069,C100948,2025-04-29,IMPS,14615.43
T418070,C101718,2025-05-19,IMPS,15312.41
T418071,C100217,2025-11-16,UPI,3436.24
T418072,C101481,2025-06-28,POS,1653.88
T418073,C103789,2025-11-24,POS,1391.07
T418074,C100720,2025-11-21,ATM,1322.41
T418075,C101130,2025-01-06,UPI,2828.62
T418076,C100965,2025-09-30,NEFT,4906.99
T418077,C104107,2026-02-21,SALARY,3357.34
T418078,C102302,2026-01-10,UPI,3504.22
T418079,C100624,2025-01-05,IMPS,580.04
T418080,C103262,2025-06-03,UPI,4620.58
T418081,C103991,2025-01-30,SALARY,1100.63
T418082,C104211,2026-03-07,NEFT,466.27
T418083,C100270,2025-01-13,POS,2610.96
T418084,C102263,2026-01-10,POS,3762.75
T418085,C101292,2026-07-28,UPI,1603.08
T418086,C100553,2025-02-27,POS,2189.49
T418087,C103281,2026-04-28,NEFT,4038.61
T418088,C102339,2026-02-10,SALARY,10359.08
T418089,C102748,2025-06-29,POS,8277.29
T418090,C101372,2025-09-12,POS,4414.83
T418091,C100316,2025-02-21,POS,6771.16
T418092,C100165,2026-01-10,POS,2363.48
T418093,C103491,2025-10-20,IMPS,5272.78
T418094,C103353,2025-08-10,POS,8777.88
T418095,C103888,2025-02-21,SALARY,8851.25
T418096,C101640,2026-01-06,POS,1634.39
T418097,C101145,2025-10-22,ATM,13509.37
T418098,C102185,2025-09-08,UPI,13858.01
T418099,C100012,2025-03-11,UPI,20972.04
T418100,C103658,2025-08-07,UPI,3157.27
T418101,C100563,2026-02-01,UPI,492.72
