loan_id,customer_id,product,channel,disbursement_date,original_amount,tenure_months,interest_rate,dpd,loan_status,outstanding_principal
L203712,C103985,Auto Loan,Branch,2025-01-21,1489000.0,60,9.18,51,Delinquent,1083431.0
L203713,C103241,Business Loan,Branch,2024-01-16,2608000.0,24,12.78,163,NPL,296563.0
L203714,C103363,Auto Loan,Branch,2023-03-16,1158000.0,120,12.1,41,Delinquent,776205.0
L203715,C103967,Business Loan,DSA,2023-01-14,1638000.0,120,10.81,104,NPL,1158204.0
L203716,C103309,Auto Loan,DSA,2023-12-07,1200000.0,60,14.8,2,Delinquent,553797.0
L203717,C102512,Personal Loan,Branch,2023-09-21,188000.0,48,13.25,14,Delinquent,56943.0
L203718,C103652,Education Loan,Digital,2023-01-29,1116000.0,60,11.49,1,Delinquent,331594.0
L203719,C104827,Auto Loan,Branch,2023-04-30,1235000.0,120,10.33,138,NPL,843082.0
L203720,C102472,Personal Loan,Partner,2025-11-12,809000.0,120,14.54,8,Delinquent,752922.0
L203721,C101131,Personal Loan,Branch,2024-08-18,471000.0,120,16.6,44,Delinquent,388396.0
L203722,C102009,Home Loan,Branch,2024-04-22,5370000.0,48,8.49,10,Delinquent,2132517.0
L203723,C100072,Business Loan,Digital,2026-01-06,2929000.0,12,14.73,175,NPL,1184301.0
L203724,C101534,Business Loan,Branch,2024-12-02,1744000.0,24,16.95,42,Delinquent,211777.0
L203725,C104436,Personal Loan,Branch,2023-06-02,170000.0,36,21.64,148,NPL,32771.0
L203726,C100499,Auto Loan,Branch,2025-05-02,277000.0,120,14.35,10,Delinquent,274566.0
L203727,C104441,Personal Loan,Digital,2025-05-01,675000.0,36,12.86,1,Delinquent,426068.0
L203728,C102811,Personal Loan,Branch,2023-11-18,462000.0,48,18.76,47,Delinquent,163450.0
L203729,C101593,Business Loan,Branch,2025-03-15,1958000.0,84,11.26,15,Delinquent,1505564.0
L203730,C102363,Personal Loan,Partner,2023-06-11,601000.0,84,19.63,3,Delinquent,272222.0
L203731,C104393,Personal Loan,Branch,2026-04-03,53000.0,24,11.28,176,NPL,38230.0
L203732,C100595,Personal Loan,Branch,2024-11-27,478000.0,36,15.18,51,Delinquent,143186.0
L203733,C102829,Personal Loan,Digital,2023-12-07,517000.0,120,11.21,5,Delinquent,378907.0
L203734,C101342,Personal Loan,Branch,2025-12-20,166000.0,120,11.45,13,Delinquent,149473.0
L203735,C102706,Personal Loan,DSA,2024-08-30,863000.0,60,14.54,6,Delinquent,539596.0
L203736,C103937,Home Loan,Branch,2025-12-07,2484000.0,84,11.02,3,Delinquent,2325961.0
L203737,C104607,Business Loan,Branch,2023-04-24,1785000.0,48,14.02,5,Delinquent,266959.0
L203738,C101279,Personal Loan,DSA,2024-01-05,558000.0,60,21.8,8,Delinquent,246030.0
L203739,C103319,Business Loan,DSA,2024-05-31,634000.0,120,12.37,9,Delinquent,535762.0
L203740,C102129,Auto Loan,DSA,2023-11-16,353000.0,84,13.18,2,Delinquent,224215.0
L203741,C102514,Personal Loan,Branch,2024-09-13,776000.0,84,15.84,115,NPL,568025.0
L203742,C100807,Personal Loan,Digital,2024-02-29,832000.0,84,20.9,9,Delinquent,548664.0
L203743,C104284,Personal Loan,Partner,2025-11-27,66000.0,12,17.85,14,Delinquent,23776.0
L203744,C100850,Business Loan,Digital,2023-10-22,1701000.0,84,10.59,51,Delinquent,978415.0
L203745,C100200,Auto Loan,Partner,2023-08-16,932000.0,60,13.62,9,Delinquent,420320.0
L203746,C103782,Personal Loan,DSA,2026-03-03,600000.0,48,13.46,3,Delinquent,557487.0
L203747,C102028,Personal Loan,DSA,2025-05-06,812000.0,120,14.79,3,Delinquent,773135.0
L203748,C100334,Personal Loan,Branch,2023-02-11,203000.0,60,21.33,14,Delinquent,76501.0
L203749,C103405,Auto Loan,Partner,2025-10-14,1101000.0,60,10.12,12,Delinquent,963000.0
L203750,C101426,Personal Loan,Partner,2023-08-18,131000.0,120,14.81,2,Delinquent,99620.0
L203751,C104881,Home Loan,DSA,2025-03-31,3122000.0,48,9.06,10,Delinquent,2072768.0
L203752,C104905,Auto Loan,Partner,2023-02-03,1687000.0,60,14.26,128,NPL,560726.0
L203753,C102752,Auto Loan,DSA,2023-11-08,727000.0,12,10.94,55,Delinquent,62924.0
L203754,C102380,Personal Loan,Digital,2025-10-21,323000.0,12,15.58,7,Delinquent,90001.0
L203755,C102225,Home Loan,Digital,2023-02-01,3607000.0,36,8.25,6,Delinquent,580529.0
L203756,C103032,Home Loan,DSA,2024-07-19,4941000.0,12,11.14,12,Delinquent,482331.0
L203757,C104546,Business Loan,DSA,2024-04-23,2058000.0,48,15.71,125,NPL,964355.0
L203758,C103204,Home Loan,Digital,2023-10-01,4512000.0,84,9.22,104,NPL,2933232.0
L203759,C100497,Home Loan,Digital,2023-05-23,2838000.0,36,9.5,14,Delinquent,463294.0
L203760,C100981,Personal Loan,Partner,2024-04-19,786000.0,12,21.82,7,Delinquent,109772.0
L203761,C103148,Auto Loan,Branch,2024-03-15,1772000.0,120,11.94,5,Delinquent,1175268.0
L203762,C101847,Auto Loan,DSA,2023-05-08,1619000.0,60,12.31,113,NPL,555259.0
L203763,C102397,Auto Loan,Digital,2025-05-07,1687000.0,12,11.84,45,Delinquent,392964.0
L203764,C102004,Auto Loan,DSA,2023-05-10,430000.0,120,12.22,13,Delinquent,278295.0
L203765,C102980,Business Loan,Branch,2024-04-03,1117000.0,48,11.71,35,Delinquent,430291.0
L203766,C101154,Business Loan,Digital,2026-02-10,375000.0,48,12.2,11,Delinquent,352274.0
L203767,C100369,Personal Loan,Branch,2024-03-21,166000.0,84,17.16,4,Delinquent,97198.0
L203768,C101170,Personal Loan,Digital,2025-04-15,423000.0,24,16.65,59,Delinquent,134520.0
L203769,C103340,Education Loan,DSA,2024-07-08,1134000.0,24,8.67,152,NPL,212408.0
L203770,C103040,Auto Loan,Digital,2025-02-05,564000.0,120,10.79,11,Delinquent,502415.0
L203771,C104046,Education Loan,Digital,2025-07-27,842000.0,12,11.55,10,Delinquent,78526.0
L203772,C100543,Home Loan,Branch,2024-07-21,3189000.0,48,8.45,12,Delinquent,1690367.0
L203773,C100708,Education Loan,Digital,2025-02-24,347000.0,24,9.93,15,Delinquent,110029.0
L203774,C100646,Personal Loan,Partner,2024-08-10,859000.0,24,13.45,7,Delinquent,102513.0
L203775,C102814,Auto Loan,DSA,2024-01-12,204000.0,120,13.2,96,NPL,151731.0
L203776,C102867,Home Loan,Branch,2025-07-15,4161000.0,36,9.68,13,Delinquent,2889907.0
L203777,C100797,Personal Loan,Digital,2024-04-13,615000.0,120,18.29,8,Delinquent,465414.0
L203778,C102247,Personal Loan,DSA,2023-03-04,889000.0,84,12.72,7,Delinquent,381382.0
L203779,C100258,Personal Loan,Digital,2023-11-21,135000.0,60,14.91,1,Delinquent,66425.0
L203780,C103060,Personal Loan,Digital,2025-03-11,822000.0,60,14.65,1,Delinquent,643179.0
L203781,C102850,Education Loan,Partner,2025-03-05,114000.0,24,9.1,8,Delinquent,34478.0
L203782,C100135,Education Loan,Partner,2024-10-22,771000.0,48,9.53,2,Delinquent,409872.0
L203783,C100443,Business Loan,Branch,2024-06-21,1291000.0,120,16.2,46,Delinquent,1018033.0
L203784,C103525,Education Loan,Digital,2024-01-04,674000.0,12,12.37,116,NPL,70859.0
L203785,C104496,Business Loan,Digital,2023-02-26,1596000.0,84,13.33,11,Delinquent,655919.0
L203786,C104250,Education Loan,Partner,2023-09-16,811000.0,36,8.93,20,Delinquent,156547.0
L203787,C102836,Personal Loan,Branch,2026-04-09,52000.0,48,12.24,2,Delinquent,50506.0
L203788,C102621,Personal Loan,Branch,2025-10-31,855000.0,60,17.02,46,Delinquent,762429.0
L203789,C104043,Business Loan,Digital,2023-04-06,1281000.0,84,16.51,1,Delinquent,672122.0
L203790,C104205,Home Loan,Digital,2026-01-22,5665000.0,24,11.35,124,NPL,4580448.0
L203791,C104533,Auto Loan,Branch,2025-07-17,1534000.0,60,13.64,95,NPL,1220155.0
L203792,C101999,Auto Loan,Partner,2023-04-25,675000.0,120,11.77,10,Delinquent,455807.0
L203793,C102381,Personal Loan,Branch,2024-05-15,303000.0,24,12.94,53,Delinquent,24240.0
L203794,C100395,Personal Loan,Branch,2023-07-23,810000.0,12,12.62,10,Delinquent,111115.0
L203795,C100876,Business Loan,Branch,2025-05-11,550000.0,24,17.68,0,Current,154062.0
L203796,C101888,Home Loan,Branch,2025-03-11,3185000.0,24,8.26,37,Delinquent,1158924.0
L203797,C104048,Personal Loan,Branch,2023-09-19,742000.0,48,14.62,2,Delinquent,205055.0
L203798,C102232,Auto Loan,Digital,2025-07-17,1256000.0,12,12.24,0,Current,272955.0
L203799,C102937,Home Loan,Branch,2023-12-17,2034000.0,60,10.31,9,Delinquent,836486.0
L203800,C104328,Home Loan,Digital,2024-08-12,4908000.0,24,8.92,32,Delinquent,746203.0
L203801,C102379,Auto Loan,Digital,2023-05-15,1322000.0,48,9.5,0,Current,216837.0
L203802,C101674,Home Loan,Digital,2026-01-17,4749000.0,36,8.85,3,Delinquent,3349964.0
L203803,C103652,Education Loan,Partner,2023-08-12,176000.0,120,12.62,6,Delinquent,134722.0
L203804,C101576,Home Loan,Partner,2025-11-13,3730000.0,48,9.81,5,Delinquent,3237074.0
L203805,C101942,Education Loan,Digital,2025-10-12,895000.0,120,11.58,24,Delinquent,834258.0
L203806,C104441,Business Loan,Digital,2023-06-01,2721000.0,120,13.12,0,Current,1941756.0
L203807,C102187,Business Loan,DSA,2023-05-15,664000.0,84,13.56,8,Delinquent,328803.0
L203808,C101255,Business Loan,Digital,2023-06-20,2243000.0,36,16.2,155,NPL,201485.0
L203809,C104174,Auto Loan,DSA,2025-10-04,742000.0,84,12.92,4,Delinquent,625745.0
L203810,C103213,Home Loan,Digital,2023-04-14,2986000.0,24,8.64,15,Delinquent,328343.0
L203811,C103839,Auto Loan,Branch,2025-01-03,1234000.0,84,14.63,7,Delinquent,936029.0
L203812,C101634,Personal Loan,Digital,2025-11-16,238000.0,24,17.21,47,Delinquent,155631.0
L203813,C103910,Personal Loan,Partner,2023-12-19,604000.0,48,14.47,5,Delinquent,195881.0
L203814,C104758,Personal Loan,Digital,2024-10-31,243000.0,12,18.98,48,Delinquent,56969.0
L203815,C100818,Business Loan,DSA,2023-04-07,796000.0,48,15.67,14,Delinquent,63680.0
L203816,C100949,Personal Loan,DSA,2026-02-03,363000.0,24,15.25,11,Delinquent,285247.0
L203817,C102821,Auto Loan,Digital,2024-12-24,527000.0,84,14.89,2,Delinquent,383912.0
L203818,C103620,Personal Loan,Branch,2025-05-25,85000.0,36,19.57,15,Delinquent,49405.0
L203819,C100003,Personal Loan,Digital,2023-10-29,700000.0,120,19.11,12,Delinquent,562565.0
L203820,C102751,Home Loan,Branch,2025-05-28,3704000.0,24,10.57,6,Delinquent,1395579.0
L203821,C100637,Business Loan,Digital,2025-01-21,2436000.0,84,14.58,3,Delinquent,1824652.0
L203822,C104894,Personal Loan,Branch,2023-05-31,309000.0,12,18.12,6,Delinquent,38023.0
L203823,C103633,Business Loan,Partner,2024-11-14,2708000.0,48,16.41,15,Delinquent,1501290.0
L203824,C104971,Personal Loan,DSA,2023-05-12,184000.0,120,21.6,14,Delinquent,124146.0
L203825,C101091,Home Loan,Branch,2025-03-15,3475000.0,24,11.2,0,Current,1015940.0
L203826,C103969,Personal Loan,DSA,2026-01-22,536000.0,12,20.79,123,NPL,202907.0
L203827,C101911,Personal Loan,DSA,2025-10-30,550000.0,60,17.41,55,Delinquent,440262.0
L203828,C100518,Personal Loan,DSA,2024-08-02,294000.0,84,14.43,10,Delinquent,223884.0
L203829,C102401,Personal Loan,Branch,2025-11-28,229000.0,24,20.91,12,Delinquent,160980.0
L203830,C102346,Auto Loan,Digital,2026-04-07,499000.0,24,12.13,5,Delinquent,424462.0
L203831,C102502,Auto Loan,Digital,2024-06-30,334000.0,60,13.88,7,Delinquent,184996.0
L203832,C104273,Personal Loan,Digital,2024-01-23,500000.0,48,15.21,109,NPL,181284.0
L203833,C101398,Business Loan,Digital,2023-08-14,305000.0,24,10.78,1,Delinquent,33858.0
L203834,C103193,Auto Loan,Branch,2025-01-15,197000.0,12,11.07,11,Delinquent,41686.0
L203835,C100997,Personal Loan,Partner,2024-04-04,69000.0,36,12.79,13,Delinquent,18404.0
L203836,C104395,Home Loan,Partner,2024-11-18,1470000.0,12,10.14,14,Delinquent,233802.0
L203837,C102291,Personal Loan,Branch,2026-02-13,451000.0,84,17.73,5,Delinquent,406785.0
L203838,C103997,Business Loan,Branch,2023-03-23,2007000.0,36,14.34,25,Delinquent,342609.0
L203839,C101345,Home Loan,Branch,2023-12-18,1594000.0,12,8.19,15,Delinquent,287182.0
L203840,C101565,Personal Loan,Partner,2024-09-14,113000.0,60,20.09,5,Delinquent,70477.0
L203841,C104915,Personal Loan,Branch,2025-05-16,500000.0,84,12.57,11,Delinquent,390100.0
L203842,C100976,Personal Loan,DSA,2026-01-14,526000.0,120,15.04,1,Delinquent,523802.0
L203843,C102807,Home Loan,DSA,2025-11-11,3270000.0,84,11.36,11,Delinquent,3030579.0
L203844,C101613,Auto Loan,Branch,2024-06-28,1361000.0,48,12.68,1,Delinquent,568170.0
L203845,C101951,Education Loan,DSA,2024-10-25,175000.0,36,9.86,11,Delinquent,71476.0
L203846,C103480,Personal Loan,Digital,2024-07-21,619000.0,60,13.61,3,Delinquent,336953.0
L203847,C103910,Personal Loan,Branch,2023-05-06,225000.0,24,21.89,11,Delinquent,30436.0
L203848,C102406,Personal Loan,Partner,2025-04-21,742000.0,48,19.93,47,Delinquent,491877.0
L203849,C103191,Personal Loan,Digital,2025-09-11,425000.0,36,16.42,4,Delinquent,271896.0
L203850,C100220,Auto Loan,Branch,2025-07-25,1439000.0,120,11.53,15,Delinquent,1226824.0
L203851,C101170,Education Loan,Digital,2024-03-08,268000.0,24,10.07,52,Delinquent,56449.0
L203852,C103713,Business Loan,Digital,2025-09-20,2104000.0,48,15.18,1,Delinquent,1453792.0
L203853,C103330,Personal Loan,Digital,2023-09-20,647000.0,24,15.37,7,Delinquent,116832.0
L203854,C100224,Business Loan,Digital,2024-06-26,1921000.0,24,15.89,11,Delinquent,307221.0
L203855,C104456,Business Loan,DSA,2023-10-28,741000.0,60,10.79,8,Delinquent,362917.0
L203856,C102047,Personal Loan,Branch,2024-06-16,628000.0,60,12.62,147,NPL,315823.0
L203857,C101519,Education Loan,Digital,2026-01-15,789000.0,84,12.57,14,Delinquent,743713.0
L203858,C102312,Auto Loan,Branch,2024-07-22,928000.0,120,13.63,15,Delinquent,788430.0
L203859,C101975,Business Loan,Digital,2025-06-25,502000.0,120,11.13,6,Delinquent,502000.0
L203860,C102516,Home Loan,DSA,2026-03-08,4314000.0,84,9.43,2,Delinquent,4148660.0
L203861,C100821,Personal Loan,Branch,2023-07-04,254000.0,12,21.73,9,Delinquent,42778.0
L203862,C100696,Business Loan,Branch,2026-01-20,2140000.0,84,11.17,4,Delinquent,1942327.0
L203863,C104949,Home Loan,DSA,2023-05-17,4825000.0,120,9.06,130,NPL,3597496.0
L203864,C103739,Education Loan,Branch,2025-01-17,685000.0,12,10.27,57,Delinquent,77063.0
L203865,C101807,Personal Loan,Branch,2024-06-25,248000.0,84,20.79,10,Delinquent,170206.0
L203866,C104247,Personal Loan,Digital,2023-12-08,761000.0,48,13.98,2,Delinquent,184668.0
L203867,C103978,Auto Loan,Digital,2025-02-05,1574000.0,36,13.83,8,Delinquent,649383.0
L203868,C103490,Auto Loan,Branch,2025-12-16,608000.0,48,13.4,170,NPL,493037.0
L203869,C103607,Home Loan,DSA,2023-03-25,2272000.0,48,8.69,11,Delinquent,322920.0
L203870,C104756,Auto Loan,Branch,2023-07-25,913000.0,120,9.88,11,Delinquent,636725.0
L203871,C104171,Auto Loan,DSA,2024-09-01,330000.0,120,11.79,14,Delinquent,227178.0
L203872,C101288,Auto Loan,DSA,2023-05-09,209000.0,24,14.89,3,Delinquent,39868.0
L203873,C103634,Personal Loan,Branch,2024-01-16,772000.0,120,11.32,10,Delinquent,496123.0
L203874,C100804,Auto Loan,DSA,2024-05-12,747000.0,48,14.73,10,Delinquent,284152.0
L203875,C102514,Auto Loan,Digital,2024-06-02,668000.0,120,14.73,61,Delinquent,512841.0
L203876,C100337,Business Loan,Partner,2025-04-02,2969000.0,84,16.04,57,Delinquent,2436470.0
L203877,C100848,Auto Loan,DSA,2024-07-08,155000.0,60,12.88,0,Current,87528.0
L203878,C103608,Home Loan,Digital,2023-03-05,5850000.0,12,8.15,9,Delinquent,841494.0
L203879,C101859,Personal Loan,Digital,2025-02-14,376000.0,36,11.94,157,NPL,147754.0
L203880,C100811,Personal Loan,Digital,2024-01-11,323000.0,120,11.01,8,Delinquent,251061.0
L203881,C104897,Personal Loan,DSA,2023-01-11,729000.0,36,15.99,14,Delinquent,66205.0
L203882,C104691,Auto Loan,Digital,2025-07-29,1174000.0,60,9.58,2,Delinquent,952677.0
L203883,C101147,Business Loan,DSA,2024-05-28,2325000.0,36,15.77,1,Delinquent,739110.0
L203884,C102992,Education Loan,Branch,2025-03-02,511000.0,12,9.86,54,Delinquent,57873.0
L203885,C101470,Auto Loan,Partner,2025-02-24,958000.0,36,13.83,13,Delinquent,466145.0
L203886,C104021,Auto Loan,Branch,2023-04-12,1214000.0,60,11.36,49,Delinquent,453621.0
L203887,C103440,Auto Loan,Branch,2025-09-25,1770000.0,120,11.53,22,Delinquent,1626273.0
L203888,C102174,Home Loan,Branch,2023-08-31,4575000.0,60,8.44,11,Delinquent,2006784.0
L203889,C104655,Auto Loan,Partner,2025-06-17,574000.0,48,13.55,13,Delinquent,422477.0
L203890,C103675,Home Loan,DSA,2025-05-20,4514000.0,12,11.49,24,Delinquent,692529.0
L203891,C100757,Home Loan,Digital,2023-05-28,3441000.0,120,8.19,1,Delinquent,2288076.0
L203892,C102219,Business Loan,Partner,2023-05-20,2000000.0,120,16.17,8,Delinquent,1357004.0
L203893,C104149,Auto Loan,Branch,2025-10-14,771000.0,48,13.9,14,Delinquent,659468.0
L203894,C102694,Personal Loan,Branch,2023-01-12,661000.0,48,14.33,11,Delinquent,118141.0
L203895,C100500,Home Loan,Branch,2023-09-20,5898000.0,84,8.87,45,Delinquent,3097754.0
L203896,C103868,Education Loan,Digital,2026-04-06,126000.0,48,9.18,33,Delinquent,106368.0
L203897,C102406,Personal Loan,Digital,2023-05-13,518000.0,12,16.15,2,Delinquent,91127.0
L203898,C101191,Education Loan,Branch,2025-01-06,905000.0,60,10.33,4,Delinquent,496316.0
L203899,C104078,Education Loan,Branch,2024-03-16,951000.0,24,10.31,57,Delinquent,76080.0
L203900,C104423,Auto Loan,Digital,2024-05-29,1192000.0,24,9.45,6,Delinquent,118560.0
L203901,C102938,Personal Loan,Branch,2023-06-04,95000.0,24,16.67,12,Delinquent,17230.0
L203902,C103582,Personal Loan,Digital,2024-12-17,303000.0,60,19.99,11,Delinquent,219002.0
L203903,C101206,Personal Loan,Digital,2024-02-05,331000.0,24,13.54,2,Delinquent,47237.0
L203904,C103733,Home Loan,Branch,2025-03-15,1657000.0,36,8.32,11,Delinquent,823422.0
L203905,C104522,Business Loan,Branch,2025-08-06,2893000.0,84,15.8,7,Delinquent,2454227.0
L203906,C101191,Education Loan,Digital,2024-08-17,369000.0,120,12.98,14,Delinquent,352362.0
L203907,C104715,Personal Loan,DSA,2023-01-24,349000.0,36,21.56,166,NPL,67146.0
L203908,C100451,Home Loan,Digital,2025-02-28,2768000.0,120,9.06,165,NPL,2259926.0
L203909,C102230,Home Loan,Digital,2024-08-19,2579000.0,36,9.29,7,Delinquent,843832.0
L203910,C100365,Home Loan,Partner,2025-04-30,5139000.0,84,10.86,8,Delinquent,3820050.0
L203911,C102238,Home Loan,DSA,2025-08-04,3877000.0,12,10.74,3,Delinquent,582110.0
L203912,C103236,Education Loan,Branch,2023-08-04,145000.0,24,10.79,3,Delinquent,17736.0
L203913,C104353,Home Loan,Partner,2023-05-13,4880000.0,36,10.3,9,Delinquent,693407.0
L203914,C100751,Personal Loan,Digital,2024-05-23,536000.0,48,14.33,10,Delinquent,200382.0
L203915,C104438,Auto Loan,Digital,2025-12-18,1697000.0,48,12.37,7,Delinquent,1464031.0
L203916,C104996,Personal Loan,DSA,2024-01-01,315000.0,120,18.34,6,Delinquent,236996.0
L203917,C100333,Education Loan,Digital,2024-06-02,626000.0,12,11.27,6,Delinquent,128803.0
L203918,C104806,Education Loan,Partner,2025-08-14,1045000.0,36,9.13,120,NPL,639621.0
L203919,C104533,Personal Loan,Branch,2025-08-28,237000.0,36,19.02,56,Delinquent,154497.0
L203920,C100146,Auto Loan,Digital,2025-07-12,1601000.0,36,9.4,6,Delinquent,1104376.0
L203921,C100317,Business Loan,Branch,2026-01-31,499000.0,48,15.54,26,Delinquent,448420.0
L203922,C103626,Home Loan,DSA,2025-08-30,3016000.0,24,10.13,12,Delinquent,1670202.0
L203923,C102100,Home Loan,Branch,2023-07-10,4363000.0,48,9.03,14,Delinquent,1086736.0
L203924,C101304,Education Loan,Digital,2024-06-08,942000.0,12,10.51,57,Delinquent,176445.0
L203925,C102021,Personal Loan,Partner,2025-07-23,361000.0,24,15.76,26,Delinquent,207038.0
L203926,C101705,Home Loan,Branch,2024-11-21,3459000.0,12,10.53,10,Delinquent,819834.0
L203927,C104876,Personal Loan,Branch,2023-06-24,122000.0,60,19.62,0,Current,42468.0
L203928,C101202,Personal Loan,Digital,2025-04-26,691000.0,24,15.5,13,Delinquent,274374.0
L203929,C100443,Business Loan,Digital,2023-07-27,2230000.0,120,16.6,64,Delinquent,1355114.0
L203930,C104153,Auto Loan,Branch,2024-01-22,1444000.0,36,11.83,7,Delinquent,247260.0
L203931,C104200,Auto Loan,Branch,2026-03-15,633000.0,24,12.24,3,Delinquent,522122.0
L203932,C104469,Personal Loan,Branch,2026-03-19,857000.0,48,13.64,1,Delinquent,791362.0
L203933,C104857,Business Loan,Branch,2023-01-28,2250000.0,12,15.66,61,Delinquent,632020.0
L203934,C100203,Personal Loan,DSA,2024-03-30,266000.0,48,16.38,58,Delinquent,120873.0
L203935,C103845,Home Loan,Branch,2024-01-17,4219000.0,48,9.78,7,Delinquent,1519370.0
L203936,C101351,Personal Loan,Digital,2024-10-06,236000.0,36,15.52,4,Delinquent,69316.0
L203937,C102109,Home Loan,Branch,2025-09-24,5902000.0,84,10.86,5,Delinquent,5273755.0
L203938,C102244,Auto Loan,Partner,2025-09-19,235000.0,120,10.51,12,Delinquent,235000.0
L203939,C104928,Personal Loan,DSA,2023-06-13,352000.0,84,14.27,125,NPL,151190.0
L203940,C102610,Home Loan,Digital,2025-06-15,2390000.0,84,8.56,1,Delinquent,2075514.0
L203941,C101114,Home Loan,DSA,2023-02-07,3446000.0,36,8.93,1,Delinquent,451668.0
L203942,C100439,Auto Loan,Branch,2024-08-24,1668000.0,36,11.96,17,Delinquent,648282.0
L203943,C102945,Auto Loan,Branch,2024-11-12,1153000.0,12,9.95,2,Delinquent,130731.0
L203944,C104151,Business Loan,Digital,2024-05-04,1447000.0,48,14.82,148,NPL,592101.0
L203945,C103552,Personal Loan,Digital,2025-11-20,361000.0,120,12.1,7,Delinquent,350742.0
L203946,C104670,Personal Loan,Branch,2025-02-03,534000.0,120,15.82,20,Delinquent,455806.0
L203947,C100210,Personal Loan,Digital,2026-03-16,585000.0,12,19.86,3,Delinquent,381812.0
L203948,C102015,Personal Loan,DSA,2024-06-06,837000.0,24,21.87,2,Delinquent,158312.0
L203949,C103059,Home Loan,Partner,2024-05-01,2240000.0,120,9.39,8,Delinquent,1734241.0
L203950,C104287,Personal Loan,Partner,2024-12-11,275000.0,36,13.86,12,Delinquent,156968.0
L203951,C101564,Personal Loan,Digital,2023-10-16,450000.0,60,13.43,160,NPL,182595.0
L203952,C103382,Personal Loan,Digital,2025-08-17,135000.0,60,20.44,147,NPL,112382.0
L203953,C101040,Home Loan,Digital,2023-12-30,2214000.0,36,8.26,6,Delinquent,556629.0
L203954,C102959,Auto Loan,Digital,2023-05-27,1530000.0,48,14.48,12,Delinquent,216406.0
L203955,C103876,Home Loan,DSA,2024-07-19,2914000.0,84,10.05,178,NPL,2045524.0
L203956,C104096,Education Loan,Branch,2025-04-16,205000.0,48,9.77,0,Current,143638.0
L203957,C102260,Personal Loan,Partner,2024-10-07,812000.0,120,16.5,15,Delinquent,576981.0
L203958,C102366,Home Loan,Branch,2023-03-06,2400000.0,12,10.57,96,NPL,298924.0
L203959,C104410,Personal Loan,Branch,2023-01-20,780000.0,12,15.08,9,Delinquent,143389.0
L203960,C102739,Business Loan,Branch,2025-05-30,2647000.0,48,11.99,56,Delinquent,2004171.0
L203961,C101751,Personal Loan,DSA,2026-04-11,174000.0,60,15.15,148,NPL,163718.0
L203962,C101374,Education Loan,Branch,2023-09-08,728000.0,120,12.45,94,NPL,547862.0
L203963,C103559,Auto Loan,Digital,2026-03-03,202000.0,120,12.99,3,Delinquent,194199.0
L203964,C103561,Auto Loan,Branch,2024-08-15,1205000.0,120,14.18,7,Delinquent,920740.0
L203965,C102689,Home Loan,Digital,2023-06-18,2097000.0,48,8.41,52,Delinquent,406373.0
L203966,C100796,Personal Loan,Digital,2023-11-17,893000.0,60,15.32,80,Delinquent,391677.0
L203967,C100808,Personal Loan,Partner,2026-03-03,462000.0,24,15.73,6,Delinquent,373651.0
L203968,C101216,Business Loan,Branch,2024-01-22,2244000.0,120,17.54,7,Delinquent,1698515.0
L203969,C100060,Business Loan,Branch,2025-10-03,2898000.0,84,13.55,39,Delinquent,2488364.0
L203970,C102400,Personal Loan,Branch,2025-01-24,575000.0,84,14.14,2,Delinquent,409646.0
L203971,C102075,Personal Loan,Digital,2025-08-26,598000.0,60,15.89,48,Delinquent,532428.0
L203972,C101927,Personal Loan,DSA,2024-06-01,786000.0,24,20.43,33,Delinquent,146162.0
L203973,C104675,Business Loan,Branch,2023-05-19,1476000.0,60,13.63,4,Delinquent,530111.0
L203974,C101198,Home Loan,Partner,2024-08-08,4640000.0,60,10.27,22,Delinquent,2977106.0
L203975,C104045,Auto Loan,Branch,2026-02-08,1196000.0,36,12.32,13,Delinquent,1059713.0
L203976,C100960,Personal Loan,DSA,2026-04-13,469000.0,120,18.04,1,Delinquent,463288.0
L203977,C103059,Education Loan,DSA,2024-05-06,345000.0,36,9.96,10,Delinquent,70083.0
L203978,C104305,Personal Loan,Partner,2023-05-26,231000.0,60,11.38,10,Delinquent,75806.0
L203979,C104190,Personal Loan,Digital,2023-09-15,589000.0,120,17.46,4,Delinquent,458028.0
L203980,C102955,Education Loan,DSA,2024-04-06,161000.0,84,8.82,141,NPL,97188.0
L203981,C101037,Auto Loan,Branch,2026-03-21,1715000.0,84,11.63,11,Delinquent,1597186.0
L203982,C101887,Home Loan,Digital,2024-09-28,5869000.0,60,9.91,12,Delinquent,3967973.0
L203983,C102124,Business Loan,DSA,2024-08-17,2519000.0,12,17.1,40,Delinquent,285583.0
L203984,C104229,Personal Loan,Branch,2025-09-03,851000.0,12,12.75,15,Delinquent,127061.0
L203985,C101888,Personal Loan,DSA,2023-08-02,519000.0,84,17.59,0,Current,278415.0
L203986,C104126,Personal Loan,Branch,2023-12-05,401000.0,12,16.31,2,Delinquent,68881.0
L203987,C104759,Personal Loan,Digital,2025-06-16,811000.0,60,17.73,39,Delinquent,574663.0
L203988,C100555,Auto Loan,Digital,2024-04-17,1764000.0,84,12.34,15,Delinquent,1253391.0
L203989,C104679,Home Loan,Branch,2024-12-14,2214000.0,24,9.18,1,Delinquent,417270.0
L203990,C102837,Home Loan,Digital,2025-09-12,3608000.0,36,8.52,114,NPL,2369648.0
